cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
1.4073584742035905e-08,2.501996621801659e-07,0.05624954262250461,0.05941650078744572,9.075745309457928e-07,1.012347795296217,,,1.5761097243835516e-08
