,cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct,avg_cost_pct,sharpe_no_cost
SP500,0.013299315212215168,0.11945124050479232,0.17059778266190553,0.1996695513045783,0.44500548388439787,0.12931403031977423,95.0909090909091,1.0326276669419296,6.2081837591189,0.7882601594773754,0.007524720861282048,-0.011611978441765097,0.011933976761114832,0.004982706518073898,-0.004906862011180516,-0.09739588219304385,0.008304241509260357,0.36509326134800096
DAX,0.007642470374964683,0.0841104816432516,0.13269743795306574,0.09961350389884682,0.20641665373519966,0.058590287865557214,62.043010752688176,1.1424421575011383,230.48148530796593,5.586734693877551,0.005298462311473979,-0.007960781581889075,0.008322151032966891,0.00651076725378326,-0.006466560206048128,-0.07219756151422918,0.0011394631841930955,0.1532390270480081
Portfolio,0.007445588160278183,0.053083122434913706,0.1663247093920436,0.19469165804676458,0.29150550941315845,0.10011642629372795,190.6043956043956,1.0296010110260188,4.142570138121505,0.5101578754130461,0.003343922399466074,-0.005199505146978767,0.005294871453025755,0.00218321250252911,-0.0021583343090783354,-0.042161410360566975,,
