,equity
1587,215316.95250072348
1588,215405.3074191078
1589,214731.50858481543
1590,215678.6915758692
1591,215074.90313330918
1592,215563.44635337027
1593,217157.671466664
1594,217000.80661469413
1595,217066.1475600287
1596,216678.38178283029
1597,213721.21769349874
1598,211897.60283039729
1599,212146.92444485577
1600,211996.01294858527
1601,211167.07332402628
1602,211240.20703460596
1603,210980.13460657778
1604,211334.47095426064
1605,211876.03957795678
1606,211621.6381880201
1607,209492.1957466962
1608,208572.35339587246
1609,210897.56432262412
1610,209763.60290281396
1611,208113.36320734624
1612,207917.4757420934
1613,209702.94583978123
1614,209806.26710336813
1615,210407.34531381517
1616,210245.79411192468
1617,210773.71692714965
1618,212332.70306177952
1619,214002.01525344112
1620,213082.34884367062
1621,209169.525729941
1622,209674.5111105871
1623,210870.70777977764
1624,210869.40128451426
1625,209527.323206044
1626,210184.18893447367
1627,210291.6489436929
1628,209715.8117022953
1629,210725.98123744532
1630,210078.78865187988
1631,207665.41738786697
1632,207813.18381000834
1633,207341.33364740602
1634,207673.34407183915
1635,207588.6942083649
1636,207764.86853842123
1637,207735.8855675174
1638,207654.22069750127
1639,207795.46936317394
1640,208045.15082429643
1641,208196.2887122721
1642,208262.83809124687
1643,208134.7840658153
1644,206694.71632806945
1645,207189.08181286167
1646,207646.96791325358
1647,206571.85333600285
1648,206235.54871095315
1649,206245.58321675242
1650,206350.4985556436
1651,206108.23423343964
1652,206113.2805391903
1653,206081.36299985307
1654,206145.88964270108
1655,206187.75736809178
1656,206164.29381619184
1657,206053.27540096646
1658,205920.67891090253
1659,205747.5337730595
1660,205895.90950768773
1661,205791.51887407576
1662,205819.4357325805
1663,206080.5106754546
1664,206377.90199776972
1665,206465.9781675894
1666,206755.025273553
1667,206357.33212327102
1668,206466.5943422811
1669,205894.8410356873
1670,206195.09387317786
1671,206095.34803428815
1672,206812.09749624578
1673,207117.5501126294
1674,207261.90088246818
1675,207042.65881702132
1676,208065.5746122178
1677,208470.59375122053
1678,205617.57049398834
1679,204389.23762722325
1680,205438.4761217098
1681,205564.3071050756
1682,208259.64510904803
1683,209238.57904196836
1684,208784.30886489036
1685,209654.3161287369
1686,210085.19959855927
1687,209004.38586033747
1688,211247.61525410137
1689,209050.15294996972
1690,208111.12102778285
1691,211304.60134333387
1692,214041.1250610045
1693,214095.46777334035
1694,214823.38709566742
1695,213763.06060984998
1696,211896.48947464695
1697,213046.85551762694
1698,219625.56690930165
1699,220754.20888150603
1700,219251.69852624115
1701,219678.71569361014
1702,220888.7615133751
1703,219374.91513562936
1704,224945.00942998167
1705,226121.76948602684
1706,227580.28181189788
1707,225439.7553166263
1708,226166.9497975432
1709,226658.82564218802
1710,227334.33319285305
1711,231303.5238337539
1712,231478.38218247826
1713,233828.35468195347
1714,237142.81142345897
1715,230998.16006696684
1716,231271.43974408062
1717,231276.1275642185
1718,226462.43506280897
1719,226252.16070429527
1720,224880.4066234381
1721,231301.79277623538
1722,232481.79397079354
1723,233617.3532053455
1724,230328.79115970305
1725,231406.3775581836
1726,232869.817651748
1727,236507.2139292549
1728,237899.3645490263
1729,239335.59227570836
1730,239984.6315683579
1731,239623.47989154665
1732,240810.72124283153
1733,242528.61633685438
1734,239811.43695277403
1735,230077.0290312971
1736,231853.93285477898
1737,236715.91778257143
1738,237117.455682426
1739,235740.74416619472
1740,239901.13498711083
1741,241721.95393637067
1742,241089.5986709661
1743,239159.37131635364
1744,240013.1457487753
1745,241088.42925245274
1746,240585.99362317054
1747,241134.22042520437
1748,245789.23547943367
1749,246373.15511764228
1750,244597.78048077095
1751,245852.62500357983
1752,245008.3589262421
1753,242815.18514891318
1754,239447.56787238922
1755,241788.3319745672
1756,245390.44084544384
1757,244597.8662083637
1758,242223.95709382507
1759,241654.8074081821
1760,242216.60733011822
1761,239478.7491629753
1762,240310.4585460226
1763,240121.95622746862
1764,240741.19286683347
1765,242684.69016917926
1766,244188.05471321757
1767,244406.034246146
1768,243962.10802637297
1769,242440.93326549462
1770,244042.98484658278
1771,241077.18740563132
1772,242821.43315601742
1773,247532.07720611853
1774,241254.04459385108
1775,240781.38236170332
1776,240365.92001250538
1777,242281.79604439423
1778,244389.97461702002
1779,246171.69831289258
1780,246747.71440915114
1781,246318.49680752688
1782,246626.65170354195
1783,247293.16668324842
1784,246698.13311431673
1785,243073.74723724506
1786,241639.8357817624
1787,244722.94341074044
1788,247688.8606684104
1789,248109.84728935876
1790,247714.70580325485
1791,249041.81807790263
1792,248352.57843004123
1793,247921.2824877842
1794,246043.37401441784
1795,245426.8102598556
1796,229868.6517921852
1797,230304.67593937155
1798,230167.51827693445
1799,229969.6480371949
1800,230178.35240619502
1801,229075.7385305293
1802,229247.56700098774
1803,228622.17686776115
1804,228559.70568141405
1805,228344.8590000664
1806,229974.9505198977
1807,229338.83340608966
1808,228987.2579823148
1809,229350.68106909608
1810,228218.8800638159
1811,227656.0746932768
1812,226410.51759290355
1813,226419.15619554967
1814,226386.9804323237
1815,226373.59521920027
1816,226320.53473889348
1817,226189.02295546417
1818,226218.99327711543
1819,226209.5483856145
1820,226227.67429357022
1821,226374.45299968016
1822,226398.85646429457
1823,226495.47957156293
1824,226516.77555950306
1825,226642.43855962317
1826,226264.85148232605
1827,226618.44900573706
1828,226799.2650183916
1829,228022.4637316771
1830,228304.1387332188
1831,228397.6426998163
1832,228166.83050760842
1833,230094.92879949947
1834,229499.04029501282
1835,229400.71884971566
1836,232238.584893851
1837,232001.82233534273
1838,231906.36394793552
1839,228090.4832374562
1840,229208.1575431543
1841,231903.53885237905
1842,233802.0526303449
1843,234850.5118328449
1844,236155.21375149887
1845,235427.85165728856
1846,237427.20184399016
1847,228745.86308046663
1848,233427.47849724136
1849,232549.20857536123
1850,231871.06384343954
1851,236144.14912505203
1852,235689.84700766185
1853,238859.76821103453
1854,239670.65869151015
1855,239321.19687143702
1856,238657.66446258014
1857,233428.3995494954
1858,235778.89844132384
1859,236466.3132300281
1860,239974.1355973685
1861,240071.26562747706
1862,241887.71191876676
1863,242812.06712454054
1864,240055.09265773356
1865,235805.1897825596
1866,228365.6056172377
1867,231157.62893990715
1868,231355.82929374473
1869,229196.97350951887
1870,231526.48220782957
1871,232157.35892199856
1872,233077.48230717325
1873,232887.3367007236
1874,233177.52249974816
1875,230733.7638919656
1876,231593.79614376996
1877,229880.29282860766
1878,229539.26849283007
1879,229285.9239462322
1880,229899.82750015327
1881,229871.60053628485
1882,229787.34924945602
1883,230246.32939969617
1884,230431.30167059402
2844,230431.30167059402
2845,230430.8614868385
2846,230385.73986874628
2847,230565.53953182854
2848,231219.00919193603
2849,233268.31425602545
2850,231125.42712595442
2851,229046.81146574847
2852,232307.43468256638
2853,240213.47197657655
2854,244711.7806005896
2855,246967.8692129755
2856,235338.6371674399
2857,237821.1935093031
2858,244060.51121964282
2859,248275.499752655
2860,251206.68655107988
2861,235917.66262996278
2862,249767.42464953693
2863,263238.900207064
2864,248081.8152167279
2865,248950.4699940688
2866,256206.43499502435
2867,254665.46876683002
2868,255343.94797997674
2869,246297.44615128252
2870,252584.7569478189
2871,247080.80458512102
2872,239665.92931326546
2873,250048.46577219965
2874,245869.14994757882
2875,246967.39063414434
2876,247883.05537406288
2877,244535.7821818078
2878,240748.94191987123
2879,233645.8988749988
2880,239716.75656247765
2881,233991.63630028043
2882,235536.4624907178
2883,241252.81938426997
2884,245025.7301448717
2885,243276.83954219142
2886,249844.0364950305
2887,260424.48745796763
2888,262662.1001287476
2889,252516.49881964925
2890,246032.5398057408
2891,251047.61818830707
2892,243493.78363336212
2893,237001.17802209998
2894,243842.26917026332
2895,245318.60122083567
2896,253945.93422551925
2897,259744.2894935257
2898,258342.69750774725
2899,242754.26229509848
2900,233446.58901817744
2901,232399.36786409415
2902,228999.3159349019
2903,233533.51103380424
2904,237019.33505822712
2905,237895.14704736168
2906,240946.6792011667
2907,243912.847402223
2908,252916.1404831303
2909,242529.90023718524
2910,241101.91894585872
2911,260169.33532999005
2912,256232.40111082516
2913,251518.02187257356
2914,248242.70133538716
2915,257209.11729909747
2916,279935.1694605656
2917,294397.0947614429
2918,312673.8049831338
2919,299836.73404837796
2920,297582.3103295415
2921,311946.452496078
2922,311021.5867104021
2923,321061.85652869684
2924,340214.7226792013
2925,336539.1464999951
2926,360365.18105708633
2927,335643.4583325013
2928,327439.4397566526
2929,319364.8831746635
2930,338328.9251091737
2931,338685.43603825354
2932,354823.8382420659
2933,337531.82965372724
2934,344033.71633156546
2935,342774.9293277856
2936,347718.9474280446
2937,347168.682060453
2938,353534.37305797805
2939,372112.17311377934
2940,376795.8010593191
2941,371909.27288690617
2942,369928.91505051014
2943,358403.12131126004
2944,357928.6297481615
2945,348006.679473229
2946,338854.0096549226
2947,339468.54361406935
2948,333381.6633414475
2949,332425.03285279253
2950,339269.5164267878
2951,343118.32479341456
2952,338830.9963325835
2953,337071.7108937543
2954,333616.7415903392
2955,342798.8697087686
2956,351776.18939615233
2957,347161.49253793544
2958,318363.139936199
2959,313010.94669494923
2960,315460.2465923994
2961,310259.7490605422
2962,309879.6094350369
2963,307952.75965335453
2964,308605.7494803569
2965,308777.5796209686
2966,308974.84889791836
2967,309299.3534994383
2968,315068.76458786544
2969,315233.61504228227
2970,315767.93970787
2971,311531.5441307791
2972,297088.5178564159
2973,310830.64312272076
2974,311907.521592272
2975,321237.0050376296
2976,320325.329149266
2977,320475.67337963165
2978,330219.94125361426
2979,325650.57899581234
2980,341397.3546496165
2981,347141.9675935964
2982,347140.1943295664
2983,339030.311528828
2984,341770.3462188834
2985,354160.38496922667
2986,347432.0743818127
2987,342149.2799023004
2988,301699.11260425125
2989,300444.1453967856
2990,295391.7915393501
2991,298681.44678619417
2992,303063.0855702388
2993,301744.34883549204
2994,299438.7617468818
2995,295931.0968314019
2996,294498.27891250164
2997,294487.08784056467
2998,294072.79198316514
2999,293082.87211128697
3000,291803.77123179875
3001,294419.80957785615
3002,293648.0181556177
3003,289143.8266617137
3004,288470.3488008277
3005,286900.00367887557
3006,287192.97949963855
3007,287933.64652883605
3008,287232.04845232307
3009,287837.31479148293
3010,287337.17953444866
3011,283669.1849753606
3012,282288.35010307375
3013,282382.5246892179
3014,283508.4760012406
3015,282431.5098627582
3016,283419.50786162127
3017,293295.4096322865
3018,302277.5578113305
3019,295965.10422300216
3020,310146.97732673906
3021,305707.4598172607
3022,320089.94882845355
3023,326489.4550676424
3024,325814.5440482225
3025,343415.71481764124
3026,331548.6493005846
3027,349132.4951988271
3028,359033.5551261169
3029,359989.60535349173
3030,365983.29342140775
3031,354067.7063736207
3032,358294.1610239958
3033,364145.075357132
3034,376897.7028493577
3035,363507.6679609116
3036,360163.5262939504
3037,337324.7276323678
3038,360112.8290009132
3039,355396.9763998947
3040,358350.78977163194
3041,358882.2986969875
3042,348413.5584048683
3043,340404.51739029586
3044,340403.4562497785
3045,361242.5399019285
3046,354441.3861304319
3047,367380.37938158505
3048,377000.3820625076
3049,387780.3619616365
3050,370549.1398863118
3051,348572.05383839866
3052,339164.93524088705
3053,339509.87962733326
3054,324643.75504713226
3055,331263.7657757606
3056,321803.1469984448
3057,316894.1603209473
3058,319491.03783883335
3059,322544.20890899084
3060,324899.1401916389
3061,320733.92717369454
3062,316222.0294914474
3063,316141.3732562645
3064,316355.8255557382
3065,318890.9300847999
3066,324347.60580179177
3067,331320.5656831449
3068,319831.110349005
3069,312025.2725158598
3070,294621.98329343315
3071,304068.6143368567
3072,307121.53959046234
3073,306667.93636370485
3074,307307.37372717797
3075,310604.3671100942
3076,295449.1010484057
3077,297372.29414022877
3078,305041.45989746373
3079,304113.8665521879
3080,308669.31998886855
3081,311845.0711567097
3082,314001.80249878106
3083,311796.1305816125
3084,310677.5619854687
3085,315263.43952724594
3086,304423.1278823654
3087,313921.21737356397
3088,300472.4638337979
3089,294303.332530401
3090,290524.4048035918
3091,290575.26973174466
3092,292154.98316258565
3093,298586.9997290865
3094,306498.9998149434
3095,312006.1901681215
3096,306118.0784047394
3097,304420.4270267314
3098,290625.6877145468
3099,272071.21365469537
3100,270662.92892309785
3101,274361.4435018311
3102,271361.5885953922
3103,269697.9429604611
3104,269553.7768432345
3105,270141.1428960605
3106,270660.11440084525
3107,272204.1205340715
3108,273435.0904770396
3109,274368.14266132645
3110,261640.0620237183
3111,272783.5299788475
3112,282540.2662785705
3113,281490.8182200821
3114,264583.59431696543
3115,260708.7532864287
3116,261979.32361782796
3117,264422.1531374204
3118,270819.87320199976
3119,262233.69584303605
3120,256298.48210870728
3121,254695.8277723978
3122,255497.1887022703
3123,258546.10427877604
3124,260465.73740478003
3125,263899.56248101266
3126,262365.6478838395
3127,261859.73293977426
3128,267476.91621853894
3129,271361.52791297936
3130,264597.9842461231
3131,271479.237872952
3132,266509.53178441623
3133,275763.9453753431
3134,285180.9920704214
3135,288523.13688411063
3136,285664.94325073506
3137,278702.4308280885
3138,279157.301955251
3139,268336.1270940469
3140,281839.41762332903
3141,287686.22376871674
3142,287078.22853477823
3143,276030.3834300961
3144,291891.8097057183
3145,307022.9614369521
3146,312155.52817654423
3147,306063.55983110145
3148,298444.64676499413
3149,306231.6209602333
3150,288728.89009803615
3151,294595.7772921783
3152,298223.3701010758
3153,299449.17847236426
3154,304006.66799045936
3155,311980.0021918678
3156,311570.22335117
3157,311441.10680750146
3158,326351.2882017584
3159,322003.7212133448
3393,322003.7212133448
3394,322003.7212133448
3395,322003.7212133448
3396,322003.7212133448
3397,322003.7212133448
3398,322003.7212133448
3399,321999.61164085276
3400,321971.5181047311
3401,321969.1029253137
3402,321917.588654903
3403,322024.70036039094
3404,321562.21845721715
3405,321682.3214747725
3406,321187.2361172746
3407,321243.8447795289
3408,320951.32820046955
3409,321133.68073376897
3410,320765.42218638957
3411,321508.86837880086
3412,320996.59707504505
3413,320637.64866472577
3414,322826.04890508024
3415,320312.12281974603
3416,319660.6139443226
3417,318158.05514485214
3418,320626.24224098236
3419,320587.0367163317
3420,320638.96970303514
3421,322538.2324434816
3422,324130.2666359403
3423,323681.9695652079
3424,320030.85173783865
3425,320068.28503399773
3426,319913.6218015964
3427,318414.54583227995
3428,318527.02192256786
3429,317310.07586564164
3430,318008.631557409
3431,319924.7160537951
3432,318162.7872836059
3433,318454.86048930284
3434,317669.9118394834
3435,317053.24979499995
3436,317592.4429287534
3437,317443.33304418664
3438,318038.5392936445
3439,318082.6694703553
3440,317610.5543363111
3441,317608.88525252644
3442,317309.8051318911
3443,317305.04471013194
3444,317421.69097205286
3445,317075.4318308256
3446,317067.4128979391
3447,316900.44671552413
3448,317062.8173935333
3449,316804.5410019152
3450,316779.96061557
3451,317166.0790690395
3452,317496.881121381
3453,317235.6178259319
3454,318514.8823232686
3455,318478.1761283641
3456,317857.5549383252
3457,318163.4247499194
3458,319688.6206673143
3459,319164.0065022495
3460,320564.08266730903
3461,320237.80212837673
3462,319205.3635853528
3463,320132.58170413465
3464,318033.2202630557
3465,316325.4297623501
3466,316728.594508332
3467,316563.2573104407
3468,310915.7687754842
3469,311391.43620556896
3470,312213.32400888205
3471,312006.69418624433
3472,311933.5070660197
3473,312747.6537098511
3474,312966.5110766241
3475,312498.9409428638
3476,313355.57894681935
3477,311102.6790840753
3478,311145.8327980501
3479,310905.31092500256
3480,311182.76202519645
3481,310827.70037447684
3482,310822.76686728373
3483,311470.04590375925
3484,312137.02690021123
3485,309188.7180711067
3486,309751.4147423325
3487,310951.30826919957
3488,310420.283563852
3489,312191.6691939636
3490,311639.6421437489
3491,313597.2263452964
3492,311154.48230015323
3493,314275.97101078636
3494,312126.1994425993
3495,308295.14779476565
3496,308242.78768260276
3497,307531.1105112231
3498,307933.3598523167
3499,308374.3779401037
3500,307514.0376675961
3501,306823.5049616809
3502,306881.3324702563
3503,306700.22462979105
3504,306696.42515069584
3505,306624.06580767035
3506,306624.06580767035
3507,306620.28214342915
3508,306785.5561997443
3509,306642.5104693251
3510,306688.04643294646
3511,306524.27512846375
3512,305960.9081135415
3513,305777.48469852237
3514,305755.16525058774
3515,305918.6679371764
3516,305901.68967516744
3517,305979.15931541915
3518,306133.8400966469
3519,306130.094304154
3520,307214.08406347805
3521,307031.9313326597
3522,308421.0567022007
3523,307103.00083201565
3524,306243.1161785019
3525,307714.1470035107
3526,306308.2028688643
3527,309541.0716566721
3528,310437.00238189363
3529,315390.5363453755
3530,316527.1327076344
3531,318841.04518501426
3532,313685.64726505295
3533,311361.71220179484
3534,315036.70780150086
3535,310983.4372738254
3536,309686.6226741292
3537,310691.5542525651
3538,307147.90786658897
3539,304934.69856772997
3540,306492.92529998376
3541,311228.63725264743
3542,312255.7348234395
3543,311112.557506368
3544,311720.88890726474
3545,310804.43348932336
3546,309666.7379085434
3547,307670.5754685383
3548,309364.2997330461
3549,309259.4247822662
3550,309368.0504175243
3551,308407.2924220996
3552,309752.9620597276
3553,308848.09514602716
3554,307401.33489066776
3555,306741.296807101
3556,306815.56004256214
3557,307478.12640927354
3558,309471.74033875624
3559,309426.07575218315
3560,309742.033366688
3561,309196.6319150626
3562,311916.4720194152
3563,313024.952551985
3564,315201.8947891518
3565,308477.36828800314
3566,309664.83887999214
3567,308937.5952395815
3568,311893.8153926424
3569,313150.008489924
3570,306774.0319411797
3571,309252.7619999842
3572,306841.89347583376
3573,305588.2146933128
3574,305418.3038607827
3575,305958.0672324898
3576,306545.88898241817
3577,306949.7646879586
3578,306662.76740736444
3579,304835.4514924424
3580,304892.4295611698
3581,304861.6817648183
3582,304849.7613238027
3583,304849.7613238027
3584,304846.1556522211
3585,304761.9415295955
3586,304808.1134101659
3587,304593.32535313116
3588,304589.7793995565
3589,304543.25249276316
3590,304309.1131746507
3591,304309.1131746507
3592,304305.4761787051
3593,304285.4106855193
3594,304099.33859682805
3595,304156.389446691
3596,304359.1832688759
3597,304561.4336791279
3598,304513.01483124023
3599,304306.32457796356
3600,304099.190901499
3601,305182.54426908557
3602,305380.2416093681
3603,304932.4526086528
3604,305828.2138784291
3605,303271.11277753813
3606,303732.4014313217
3607,302943.6241442598
3608,304102.37795954815
3609,304057.67659829085
3610,304527.5973291929
3611,305754.08793175255
3612,305981.6869029211
3613,306154.2238668036
3614,304226.5826627098
3615,301105.72209993517
3616,301482.12280886184
3617,299805.39515766373
3618,300437.2517187237
3619,300767.13123431936
3620,301213.47230053216
3621,301341.1865186338
3622,300451.0485989156
3623,300022.22085084434
3624,300001.77579009224
3625,300803.6773913748
3626,299158.74361408676
3627,299159.75515992625
3628,299177.5304277096
3629,299685.50139506126
3630,299514.4111490071
3631,298457.7225149443
3632,298451.97796887526
3633,298929.4977055446
3634,299710.39421366784
3635,299368.3673856601
3636,301224.9890144789
3637,301211.6857481872
3638,301595.83409196296
3639,300669.3399363935
3640,305334.6946211789
3641,305943.25188842084
3642,305691.95084825146
3643,304896.9631504547
3644,308994.15354727756
3645,308731.313254108
3646,310849.5048034494
3647,306184.5768648946
3648,311736.08784297854
3649,310037.496280249
3650,312835.2183498221
3651,315191.1576826224
3652,318243.97679040453
3653,310712.39161731396
3654,307800.21524728055
3655,307729.5232125791
3656,307835.91398618533
3657,305215.804005422
3658,304459.8964371841
3659,308970.07049512444
3660,308200.4956036172
3661,311441.0187819888
3662,307161.9770455907
3663,304729.1422045018
3664,306397.432078395
3665,307047.29609476525
3666,308088.19092628965
3667,304762.29518682504
3668,304463.2680098485
3669,305867.6561884917
3670,304241.4455835455
3671,303895.66708789906
3672,304373.6943786821
3673,304484.6604524662
3674,304322.520140663
3675,304198.7420349437
3676,304496.8564308016
3677,304674.7338293782
3678,304495.3543483318
3679,304422.7337674531
3680,304092.1311245134
3681,304670.51402382663
3682,304560.3418615153
3683,304247.7378551702
3684,303810.2281279351
3685,304081.3802399877
3686,304161.2016023007
3687,304197.282383996
3688,305064.2652272501
3689,304890.2463951009
3690,303721.499631293
3691,305361.2558989791
3692,305012.9411257739
3693,304104.99333201535
3694,303963.9698384645
3695,307099.0653181375
3696,305815.3897256006
3697,309311.2297393945
3698,305819.71484982007
3699,302842.0889458504
3700,305022.09727951075
3701,305885.4621024555
3702,305989.9424783928
3703,304738.34993355785
3704,304551.39451825287
3705,309432.5908785936
3706,306647.13346171135
3707,306850.28438019136
3708,308641.3487046826
3709,309334.86926407815
3710,311623.7027886018
3711,315401.2133181827
3712,316196.1491661673
3713,322716.41597314004
3714,323746.2077556157
3715,311930.9003636461
3716,312305.6829415503
3717,318641.81751260674
3718,315875.1327220916
3719,316293.0358697137
3720,313098.1013243135
3721,314998.6090925511
3722,318666.61285282625
3723,317854.25514088955
3724,320095.60197657975
3725,322098.44452419726
3726,314713.8176993423
3727,315287.6974046954
3728,313960.40857287025
3729,313270.01089915156
3730,313385.13820177154
3731,311527.53821143246
