cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
7.856236394765403e-08,7.260687805640103e-07,0.10820273021771473,0.11667487265715962,2.745223533405898e-06,1.0250653174734652,,,4.5738034002388064e-08
