cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.16361353352617813,-0.21186863387258845,-0.16370903551148955,-0.2408582371209299,13.540203514809315,0.13168990225706667,0.19411231103776702,34.85846304883537,-0.03138683571730534,1.6572796471345796,-1.7200533185691902,-0.1852365371576129,0.1224628657230022,1.1388848512712835,0.23528089440886785,53.857142857142854,0.3418503516059823,-396.29614296828635,0.2054794520547945,0.8529526476520981,-0.043388513257412525,0.03718536478049374,0.06512810449649145,-0.043347486218779395,-21.9481006409918
