cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
,33.13321946951485,0.2487022168443892,1.0929641471453302,1.6769111925830993,0.38345062989759154,21.328244274809162,1.3553920264988235,1482.6093247562521,0.3548387096774194,2.0871966393157075,-0.12471051021502907,0.11932914007004569,0.15558855601187388,-0.08734615211810301,-13.991900536749418
