cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,pf,expectancy,win_rate,std_daily,ret_5pct,ret_95pct
0.006102036200016814,0.057685036443657134,0.13441236940085846,0.13495468657963225,0.10284369329652372,0.029385490218149287,26.875968992248062,1.0596642831652383,24.541365378904135,3.29004329004329,0.0036338157333241556,-0.005358064109892424,0.00574644985301187
