cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.001951057066579498,0.0492801052777711,0.06424884714957808,0.06830149212685437,0.09561070333279516,1.0123477952962168,3.724823648351658,1.5008833922261484,0.0031043548368586654
