cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,pf,expectancy,win_rate,std_daily,ret_5pct,ret_95pct
-0.00021228988300314722,0.050215136017493,0.021080917448476042,0.018572087127719794,0.13332897564295804,0.07147880687529304,166.2173913043478,1.0061437300141038,0.5548956313157808,0.5260647359454855,0.0031632562369897344,-0.0032441624473243725,0.0034105249822994543
