instrument,symbol,strategy,idm
SP500|ewmac,SP500,ewmac,1.1828114651347474
SP500|trend_breakout,SP500,trend_breakout,1.1828114651347474
DAX|ewmac,DAX,ewmac,1.1828114651347474
DAX|trend_breakout,DAX,trend_breakout,1.1828114651347474
