name,cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,avg_cost_pct,sharpe_no_cost
SP500 (ewmac),-0.009823857307071693,0.2607184498087093,0.09511237572359331,0.09548974036830604,0.4453013895369335,0.11920769473071845,29.916666666666668,1.1299614955584063,100.75175364450307,0.2692307692307692,0.016423718580955243,-0.02460597063581621,0.02477881762820694,0.010735149084401539,-0.01122328382207463,-0.2011420057799217,0.0028816227085039932,0.15535745591578712,-0.1495942104987791,0.0003471524043636943,0.005416093012644292,0.0015744783035605624,0.13246552119799995
SP500 (trend_breakout),-0.008930924418444564,0.2416504035777261,0.08665388255825254,0.08247048044921662,0.5475085298129856,0.1306759357569276,24.033333333333335,1.18777174577656,187.74960072835262,0.2777777777777778,0.01522254457345372,-0.023788580082551164,0.022435213478829874,0.010610484989408517,-0.011466972968558788,-0.21216780641152855,0.0029711484755428758,0.149178485021768,-0.14323618807068222,0.0005408738219845029,0.005401423129101249,0.0015673886703947001,0.1112561972891382
DAX (ewmac),-0.006662086502885134,0.24299054095982597,0.09397654875740881,0.10950995667576333,0.3167965581751377,0.12529761509203752,30.072727272727274,1.0247087987361931,14.428634813273396,0.24,0.015306965293351278,-0.024270711580727442,0.022639780684056084,0.01085311827409791,-0.010618494857150575,-0.11535409479020553,0.002512980408977795,0.14811759803918154,-0.14309163722122595,0.00010344484385200721,0.004922515974103583,0.0003669688733455918,0.1222031683880679
DAX (trend_breakout),0.007266073731207134,0.22135009258693664,0.14396790935027742,0.16186529551941428,0.4638904037019959,0.13154180673634738,24.06923076923077,1.1923048458282628,122.60950626756227,0.2903225806451613,0.013943745182527527,-0.021900232726309674,0.021296295580999075,0.010116438327936725,-0.010484004803374788,-0.10352677594752058,0.0034850011350140908,0.14850675753163234,-0.14153675526160414,0.0010851110392059325,0.005884891230822249,0.0003562814644681241,0.17024132309827603
Portfolio,0.012290804892158613,0.16528493359032823,0.15717716181877506,0.17353946511648585,0.48193185622709733,0.1878295947471074,101.94594594594595,1.0150369283818546,6.032533809463098,0.5323660714285714,0.010411972136805588,-0.015886091042518414,0.015213939006498511,0.006566027481369537,-0.007214481723946436,-0.10750986543066066,0.002482497676452477,0.1045910414726022,-0.09962604611969725,0.0008693630014868768,0.004095632351418077,,
