cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
-0.0038611966389950902,0.2332895341163676,0.10148540278741526,0.1125324193478387,0.4252837642268877,1.014345992899997,8.863775855673799,0.6881368267831149,0.014695859303476836
