cagr,cagr_geom,cagr_equity,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy_usd,expectancy_pct,expectancy,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.03350949017069935,-0.03350949017069935,-0.03350949017069935,-0.004614601018539477,-0.0336120526835104,-0.3999928695156836,0.25007809782613033,-0.00970575689528445,-0.010139978824719552,-1.3493659747393187,0.7792463978872755,0.3807622249711841,160.43478260869566,0.0,-399992.8695156838,-0.3999928695156838,-399992.8695156838,-0.001881469754755328,0.14198263445634976,-0.14574557396586044,-0.014539056584859275,0.01077611707534862,0.0,0.015753439409333887,-0.02462245681145958,0.023561489806060352,0.009610061041301318,-0.0104163619620302,-0.15722259477863754
