cagr,annualised_return_plain,annualised_return_log,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.015328734665618793,0.033423097578144656,0.015696554225756287,0.1830798546402592,0.1754106682017655,0.1940094506011701,0.0031239255012312007,0.11717415830284458,-0.1109263073003822,-0.006763372159864112,0.013011223162326512,0.4793675287482936,0.18272623646900113,99.13157894736842,1.2751764243905828,1255.7034755917064,0.47619047619047616,0.011532946796285248,-0.01723651860552726,0.016679026476588896,0.007253175745990022,-0.00788523948427263,-0.12244043438284835
