cagr,cagr_geom,cagr_equity,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy_usd,expectancy_pct,expectancy,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.014547017320795663,-0.014547017320795663,-0.014547017320795663,0.011210380860064696,-0.014591979175509208,-0.1971740747366364,0.2264716901236337,0.05022964799235937,0.05145452141508714,-1.5899732974406149,0.6084923906864818,0.259327645954107,176.04761904761904,0.0,-197174.07473663636,-0.19717407473663637,-197174.07473663636,0.0004486986630923936,0.1386143859409973,-0.13771698861481252,-0.01170577795506575,0.012603175281250538,0.0,0.014266375501514703,-0.023200994765849116,0.021299006546085852,0.009240322111499633,-0.010107431601243045,-0.16902543963995886
