period_label,start,end,bars,cum_return,vol,max_drawdown,ret_over_vol
2006-01,2006-01-04,2006-01-31,19,0.0,0.0,0.0,
2006-02,2006-02-01,2006-02-28,19,0.0,0.0,0.0,
2006-03,2006-03-01,2006-03-31,23,-0.01500124898441535,0.003475932647283528,-0.027176097368572183,-4.315747888883566
2006-04,2006-04-03,2006-04-28,19,-0.015372777644432678,0.00977716028019319,-0.030448279920252008,-1.5723151921294802
2006-05,2006-05-01,2006-05-31,22,-0.10741359906770875,0.016995405856227733,-0.13696195835116942,-6.320154986375245
2006-06,2006-06-01,2006-06-30,22,-0.01656210469718533,0.01166746562016796,-0.05029538178117954,-1.4195117634250127
2006-07,2006-07-03,2006-07-31,20,0.019489485277033758,0.01268817561249294,-0.03954899608449203,1.53603527191444
2006-08,2006-08-01,2006-08-31,23,-0.036501830219073716,0.007635673733518789,-0.051561350831840325,-4.780433461796485
2006-09,2006-09-01,2006-09-29,20,0.018182641508941222,0.005775943161579393,-0.01456004936094124,3.1479952278424603
2006-10,2006-10-02,2006-10-31,22,0.08977126528162893,0.01425188438463819,-0.03070488948050809,6.298904962938901
2006-11,2006-11-01,2006-11-30,21,0.0621503540780739,0.021471293516429422,-0.0718946030262454,2.894578942368686
2006-12,2006-12-01,2006-12-29,20,0.01533046148356565,0.016759884653108768,-0.05259515993259867,0.914711634409848
2007-01,2007-01-03,2007-01-31,20,0.04670072576211726,0.01889688921331743,-0.04804631502705459,2.471344634290669
2007-02,2007-02-01,2007-02-28,19,-0.0730738811684728,0.027469110602321264,-0.12323918572562798,-2.660220136952586
2007-03,2007-03-01,2007-03-30,22,-0.014099405243187757,0.011166790135648698,-0.041545659186171924,-1.2626193446742606
2007-04,2007-04-02,2007-04-30,20,0.02007688881365266,0.006183163517170539,-0.0191294310788368,3.2470253710579517
2007-05,2007-05-01,2007-05-31,22,0.07219399656881698,0.01698976715419923,-0.04072046819018749,4.249263448614912
2007-06,2007-06-01,2007-06-29,21,-0.029719981887215585,0.020772230757298008,-0.08042709648495416,-1.4307554270151712
2007-07,2007-07-02,2007-07-31,20,0.032693311188161545,0.005540418918013344,0.0,5.900873502880275
2007-08,2007-08-01,2007-08-31,23,-0.005837301494070024,0.001045204667884696,-0.005837301494070024,-5.584840628279684
2007-09,2007-09-04,2007-09-28,19,-0.002553410751322427,0.002266862393265854,-0.005734448445330775,-1.1264074779782924
2007-10,2007-10-01,2007-10-31,23,0.0524803220429948,0.02184331447077721,-0.08482354440948725,2.4025805293058844
2007-11,2007-11-01,2007-11-30,21,-0.15259479393106423,0.02144151416589315,-0.1239240911614149,-7.116791880948202
