cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.23983780635527943,-0.15904022531007303,-0.23969511376944103,-0.8958346157505639,0.37715540286672244,-0.532416002087315,-0.5294598882076311,-0.9816328290355685,-0.025455122740209158,0.18578179381702478,-0.23669203929744312,-0.04413521749125089,-0.0067750279891674245,0.9010418173017953,0.2155915225772294,41.436619718309856,0.21814537438250794,-652.6217169538247,0.17647058823529413,0.02375855718118392,-0.03602105890634552,0.03060139737485987,0.016444534799026272,-0.019088988229495483,-0.33289963398542577
