cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.09181491719506252,2.001629472000087,0.6334909874567987,1.1088543741423709,0.9850883392864354,0.361713069420631,28.652173913043477,1.0807957243392963,186.6119606005169,0.23943661971830985,0.12609080475737508,-0.09829695954822355,0.10194667258171253,0.060016261272573576,-0.048061277091676985,-0.7798051422763956
