date,price,price_diff,sigma_price,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2006-03-17,1307.25,1.9200439453125,7.1701591528787265,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-03-20,1305.0799560546875,-2.1700439453125,7.1839222713866375,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-21,1297.22998046875,-7.8499755859375,7.003903804834379,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-22,1305.0400390625,7.81005859375,6.966563293154577,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-03-23,1301.6700439453125,-3.3699951171875,7.014917418813905,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-24,1302.949951171875,1.2799072265625,6.700329582199478,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-03-27,1301.6099853515625,-1.3399658203125,6.494330857974366,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-28,1293.22998046875,-8.3800048828125,6.690148706413971,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-29,1302.8900146484375,9.6600341796875,6.856456665626647,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-03-30,1300.25,-2.6400146484375,6.824626021115063,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-03-31,1294.8699951171875,-5.3800048828125,6.585063524578294,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-04-03,1297.81005859375,2.9400634765625,6.561604773475429,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-04,1305.9300537109375,8.1199951171875,6.510530284431109,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-05,1311.56005859375,5.6300048828125,6.552986598415897,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-06,1309.0400390625,-2.52001953125,6.518359669916775,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-04-07,1295.5,-13.5400390625,6.7881613511776315,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-04-10,1296.6199951171875,1.1199951171875,6.729105961572088,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-11,1286.5699462890625,-10.050048828125,6.965818813170085,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-04-12,1288.1199951171875,1.550048828125,6.91827714091304,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-13,1289.1199951171875,1.0,6.481878402249739,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-17,1285.3299560546875,-3.7900390625,6.237325673664154,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-04-18,1307.280029296875,21.9500732421875,7.3489858480899075,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-19,1309.9300537109375,2.6500244140625,7.34361692193691,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-20,1311.4599609375,1.5299072265625,7.128607188347786,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-04-21,1311.280029296875,-0.179931640625,7.105154423050792,19.802726909201922,18.282828231833765,18.282828231833765,63.416734976185786,63,0.0,-0.0,63.0,63.0,0.0,82.61064184570313,-145.61064184570313,24854.389358154298,0.005824425673828082,1,OOS
2006-04-24,1308.1099853515625,-3.1700439453125,7.139233452983287,18.671987413779565,17.238875241695272,17.238875241695272,59.659447223115265,60,63.0,-998.5638427734375,3.0,3.0,0.0,3.9243299560546876,-1005.4881727294921,23848.901185424806,0.04604395258300777,1,OOS
2006-04-25,1301.739990234375,-6.3699951171875,7.1434787514607825,16.761297954314134,15.474834998553344,15.474834998553344,53.820188111736186,54,60.0,-1910.99853515625,6.0,6.0,0.0,7.81043994140625,-1924.8089750976562,21924.092210327148,0.1230363115869141,1,OOS
2006-04-26,1305.4100341796875,3.6700439453125,7.002646244884415,16.477370945368488,15.212699952267398,15.212699952267398,53.865007417176834,54,54.0,990.911865234375,0.0,0.0,0.0,0.0,990.911865234375,22915.004075561523,0.08339983697753908,1,OOS
2006-04-27,1309.719970703125,4.3099365234375,7.0227772099028645,16.945465163840613,15.644867008445079,15.644867008445079,55.06212425130382,55,54.0,1163.682861328125,1.0,1.0,0.0,1.309719970703125,1161.373141357422,24076.377216918947,0.036944911323242124,1,OOS
2006-04-28,1310.6099853515625,0.8900146484375,6.639442774894614,17.368583927372608,16.035510565304243,16.035510565304243,59.7090137443873,60,55.0,244.7540283203125,5.0,5.0,0.0,6.553049926757812,233.2009783935547,24309.5781953125,0.027616872187499975,1,OOS
2006-05-01,1305.18994140625,-5.4200439453125,6.648971104861245,17.082859837649146,15.771716367764526,15.771716367764526,58.892273304495,59,60.0,-1626.01318359375,1.0,1.0,0.0,1.30518994140625,-1628.3183735351563,22681.259821777345,0.0927496071289062,1,OOS
2006-05-02,1313.2099609375,8.02001953125,6.786288158356395,17.48061943122831,16.13894712140344,16.13894712140344,58.703877610774185,59,59.0,2365.90576171875,0.0,0.0,0.0,0.0,2365.90576171875,25047.165583496095,0.0,1,OOS
2006-05-03,1308.1199951171875,-5.0899658203125,6.843416659546703,17.362209265219132,16.029625171150077,16.029625171150077,58.05246859852809,58,59.0,-1501.5399169921875,1.0,1.0,0.0,1.3081199951171876,-1503.8480369873048,23543.317546508788,0.06004064739278172,1,OOS
2006-05-04,1312.25,4.1300048828125,6.868741382359592,17.583586372612395,16.234011145237844,16.234011145237844,58.399735876338454,58,58.0,1197.701416015625,0.0,0.0,0.0,0.0,1197.701416015625,24741.018962524413,0.012222805009657695,1,OOS
2006-05-05,1325.760009765625,13.510009765625,7.093014096415499,17.83210819147064,16.463458420195558,16.463458420195558,56.83647425212264,57,58.0,3917.90283203125,1.0,1.0,0.0,1.325760009765625,3915.5770720214846,28656.5960345459,0.0,1,OOS
2006-05-08,1324.6600341796875,-1.0999755859375,6.986752610002857,17.97981837230288,16.59983155085738,16.59983155085738,58.22735568853942,58,57.0,-313.4930419921875,1.0,1.0,0.0,1.3246600341796875,-315.8177020263672,28340.77833251953,0.01102076819052919,1,OOS
2006-05-09,1325.1400146484375,0.47998046875,6.948997046586782,18.12875583702894,16.737337768933134,16.737337768933134,59.00610897063531,59,58.0,139.1943359375,1.0,1.0,0.0,1.3251400146484376,136.86919592285156,28477.647528442383,0.0062445834769695235,1,OOS
2006-05-10,1322.8499755859375,-2.2900390625,6.968569685338452,18.14813373854893,16.755228377969345,16.755228377969345,59.009008268175016,59,59.0,-675.5615234375,0.0,0.0,0.0,0.0,-675.5615234375,27802.086005004883,0.029818964838353192,1,OOS
2006-05-11,1305.9200439453125,-16.929931640625,7.624264677722127,17.410052843311952,16.073796659464694,16.073796659464694,52.55933734898672,53,59.0,-4994.329833984375,6.0,6.0,0.0,7.835520263671875,-5008.165354248047,22793.920650756838,0.20458380251169853,1,OOS
2006-05-12,1291.239990234375,-14.6800537109375,7.926574393880217,16.14433253019963,14.905222897867128,14.905222897867128,47.424540511634845,47,53.0,-3890.2142333984375,6.0,6.0,0.0,7.747439941406251,-3903.961673339844,18889.958977416994,0.3408163707006616,1,OOS
2006-05-15,1294.5,3.260009765625,7.752176436739692,15.160739875839958,13.997122936068683,13.997122936068683,45.43338202529637,45,47.0,766.102294921875,2.0,2.0,0.0,2.589,761.513294921875,19651.47227233887,0.3142426180468621,1,OOS
2006-05-16,1292.0799560546875,-2.4200439453125,7.750097180018247,14.194864094370843,13.105380041928063,13.105380041928063,42.62929586759551,43,45.0,-544.5098876953125,2.0,2.0,0.0,2.5841599121093752,-549.0940476074219,19102.378224731445,0.33340379291025074,1,OOS
2006-05-17,1270.3199462890625,-21.760009765625,8.594426485906988,12.529489830946313,11.567826565605623,11.567826565605623,34.450263570247884,34,43.0,-4678.402099609375,9.0,9.0,0.0,11.432879516601563,-4698.834979125976,14403.54324560547,0.4973742440224997,1,OOS
2006-05-18,1261.81005859375,-8.5098876953125,8.673091327923933,10.731924574201276,9.908228017624326,9.908228017624326,29.41640829131053,29,34.0,-1446.680908203125,5.0,5.0,0.0,6.309050292968751,-1457.9899584960938,12945.553287109376,0.5482522323480659,1,OOS
2006-05-19,1267.030029296875,5.219970703125,8.588108451918654,9.287346889302828,8.574524543267682,8.574524543267682,25.59223298408766,26,29.0,756.895751953125,3.0,3.0,0.0,3.8010900878906253,750.0946618652343,13695.64794897461,0.5220769440842057,1,OOS
2006-05-22,1262.0699462890625,-4.9600830078125,8.519574094046112,7.813396973030103,7.213703214715308,7.213703214715308,21.781183777935752,22,26.0,-644.810791015625,4.0,4.0,0.0,5.04827978515625,-653.8590708007813,13041.78887817383,0.54489399709401,1,OOS
2006-05-23,1256.5799560546875,-5.489990234375,8.546655184705003,6.295529045542594,5.812334669660619,5.812334669660619,17.56534576684638,18,22.0,-603.89892578125,4.0,4.0,0.0,5.02631982421875,-612.9252456054687,12428.86363256836,0.5662826241614599,1,OOS
2006-05-24,1258.5699462890625,1.989990234375,8.286044225505272,4.9691145044870115,4.587725082833612,4.587725082833612,14.268157810133074,14,18.0,179.09912109375,4.0,4.0,0.0,5.03427978515625,170.06484130859374,12598.928473876955,0.560348044872853,1,OOS
2006-05-25,1272.8800048828125,14.31005859375,8.719546707103849,4.181807853715671,3.8608457834405536,3.8608457834405536,11.250699969909684,11,14.0,1001.7041015625,3.0,3.0,0.0,3.818640014648438,994.8854615478516,13593.813935424807,0.5256305417769337,1,OOS
2006-05-26,1280.1600341796875,7.280029296875,8.66075466671946,3.6350078324745794,3.3560137514001327,3.3560137514001327,9.786998710279821,10,11.0,400.401611328125,1.0,1.0,0.0,1.2801600341796875,398.1214512939453,13991.935386718753,0.5117377036040396,1,OOS
2006-05-30,1259.8699951171875,-20.2900390625,9.35137795933332,2.5378262870958097,2.3430430718935296,2.3430430718935296,6.419237876559789,6,10.0,-1014.501953125,4.0,4.0,0.0,5.039479980468751,-1023.5414331054687,12968.393953613284,0.5474551849082244,1,OOS
2006-05-31,1270.0899658203125,10.219970703125,9.551163884853445,1.8128403699330173,1.673701265850314,1.673701265850314,4.449363074951427,4,6.0,306.59912109375,2.0,2.0,0.0,2.5401799316406253,302.05894116210936,13270.452894775393,0.5369145421606359,1,OOS
2006-06-01,1285.7099609375,15.6199951171875,9.949710572763973,1.5739606338372187,1.4531560246251864,1.4531560246251864,3.6594033256225758,4,4.0,312.39990234375,0.0,0.0,0.0,0.0,312.39990234375,13582.852797119143,0.5260130414392261,1,OOS
2006-06-02,1288.219970703125,2.510009765625,9.126433106972048,1.4198747064384063,1.3108964986269647,1.3108964986269647,3.592646014222442,4,4.0,50.2001953125,0.0,0.0,0.0,0.0,50.2001953125,13633.052992431643,0.5242612564312655,1,OOS
2006-06-05,1265.2900390625,-22.929931640625,9.918838700262327,0.6666884660304869,0.615518800237364,0.615518800237364,1.579585213829716,2,4.0,-458.5986328125,2.0,2.0,0.0,2.5305800781250003,-463.129212890625,13169.923779541019,0.5404226041479419,1,OOS
2006-06-06,1263.8499755859375,-1.4400634765625,9.904471935645242,-0.07460452875971632,-0.06887848279102315,-0.06887848279102315,-0.1772078499757403,0,2.0,-14.400634765625,2.0,2.0,0.0,2.527699951171875,-18.928334716796876,13150.995444824222,0.5410831269362724,1,OOS
2006-06-07,1256.1500244140625,-7.699951171875,9.96148778608976,-0.954177718018985,-0.8809426803274174,-0.8809426803274174,-2.2664285859515636,-2,0.0,-0.0,2.0,2.0,0.0,2.5123000488281253,-4.512300048828125,13146.483144775395,0.5412405880682012,1,OOS
2006-06-08,1257.9300537109375,1.780029296875,9.97671176000468,-1.7348270218910715,-1.6016755974370218,-1.6016755974370218,-4.1084672830564495,-4,-2.0,-17.80029296875,2.0,2.0,0.0,2.515860107421875,-22.316153076171876,13124.166991699223,0.5420193320979969,1,OOS
2006-06-09,1252.300048828125,-5.6300048828125,9.966074550223231,-2.511738935489594,-2.318957976410126,-2.318957976410126,-5.979530241048578,-6,-4.0,112.60009765625,2.0,2.0,0.0,2.50460009765625,108.09549755859375,13232.262489257817,0.5382472337849844,1,OOS
2006-06-12,1237.43994140625,-14.860107421875,10.189126346566168,-3.2427857650909973,-2.993895507807298,-2.993895507807298,-7.627140301337223,-8,-6.0,445.80322265625,2.0,2.0,0.0,2.4748798828125,441.3283427734375,13673.590832031254,0.5228466487943103,1,OOS
2006-06-13,1223.68994140625,-13.75,10.320572315723862,-3.931698064386064,-3.629932417903584,-3.629932417903584,-9.213421627653837,-9,-8.0,550.0,1.0,1.0,0.0,1.22368994140625,547.7763100585937,14221.367142089848,0.5037314576739748,1,OOS
2006-06-14,1230.0400390625,6.35009765625,10.426236706733347,-4.481129416811053,-4.1371938212258925,-4.1371938212258925,-10.332440049629852,-10,-9.0,-285.75439453125,1.0,1.0,0.0,1.2300400390625001,-287.9844345703125,13933.382707519535,0.5137809567220524,1,OOS
2006-06-15,1256.1600341796875,26.1199951171875,11.570977389484648,-4.592461976442904,-4.239981385468556,-4.239981385468556,-9.275530508626325,-9,-10.0,-1305.999755859375,1.0,1.0,0.0,1.2561600341796875,-1308.2559158935546,12625.12679162598,0.5594338289025597,1,OOS
2006-06-16,1251.5400390625,-4.6199951171875,11.449482603634275,-4.76887754668817,-4.4028567098117115,-4.4028567098117115,-9.76289927002451,-10,-9.0,207.8997802734375,1.0,1.0,0.0,1.2515400390625,205.648240234375,12830.775031860356,0.5522575320393012,1,OOS
2006-06-19,1240.1300048828125,-11.4100341796875,11.559779028643813,-5.109068250880089,-4.716937100826813,-4.716937100826813,-10.448341985779514,-10,-10.0,570.501708984375,0.0,0.0,0.0,0.0,570.501708984375,13401.27674084473,0.5323493158542167,1,OOS
2006-06-20,1240.1199951171875,-0.010009765625,11.510581805138704,-5.431817929242289,-5.014915099434355,-5.014915099434355,-11.153255020210551,-11,-10.0,0.50048828125,1.0,1.0,0.0,1.2401199951171875,-1.7396317138671875,13399.537109130864,0.5324100220075842,1,OOS
2006-06-21,1252.199951171875,12.0799560546875,11.450021134569663,-5.559787323791414,-5.133062588424179,-5.133062588424179,-11.33491592932793,-11,-11.0,-664.3975830078125,0.0,0.0,0.0,0.0,-664.3975830078125,12735.139526123052,0.5555948267278265,1,OOS
2006-06-22,1245.5999755859375,-6.5999755859375,11.47270344191301,-5.777648502622518,-5.334202488460018,-5.334202488460018,-11.815878015620575,-12,-11.0,362.9986572265625,1.0,1.0,0.0,1.2455999755859375,360.75305725097655,13095.892583374029,0.543005995283363,1,OOS
2006-06-23,1244.5,-1.0999755859375,11.462991285403284,-6.00071930939849,-5.540152167134147,-5.540152167134147,-12.292800206954128,-12,-12.0,65.99853515625,0.0,0.0,0.0,0.0,65.99853515625,13161.891118530279,0.5407029117253338,1,OOS
2006-06-26,1250.56005859375,6.06005859375,11.56299840771398,-6.126788442952964,-5.6565452439402275,-5.6565452439402275,-12.381792078509235,-12,-12.0,-363.603515625,0.0,0.0,0.0,0.0,-363.603515625,12798.287602905279,0.5533912127080001,1,OOS
2006-06-27,1239.199951171875,-11.360107421875,11.37543479350672,-6.406879101708341,-5.915138387543403,-5.915138387543403,-13.244364822495067,-13,-12.0,681.6064453125,1.0,1.0,0.0,1.239199951171875,679.3672453613282,13477.654848266608,0.5296840269507543,1,OOS
2006-06-28,1246.0,6.800048828125,11.24120627003213,-6.5792675609464535,-6.074295689659019,-6.074295689659019,-13.667139338281563,-14,-13.0,-442.003173828125,1.0,1.0,0.0,1.246,-444.249173828125,13033.405674438483,0.5451865372032833,1,OOS
2006-06-29,1272.8699951171875,26.8699951171875,12.284284127336605,-6.373426379172293,-5.884253227998554,-5.884253227998554,-11.840336809092559,-12,-14.0,-1880.899658203125,2.0,2.0,0.0,2.545739990234375,-1885.4453981933593,11147.960276245125,0.610981001972247,1,OOS
2006-06-30,1270.199951171875,-2.6700439453125,12.285508552469079,-6.213257544366799,-5.736377669835852,-5.736377669835852,-11.56570431997119,-12,-12.0,160.20263671875,0.0,0.0,0.0,0.0,160.20263671875,11308.162912963875,0.605390573977044,1,OOS
2006-07-03,1280.18994140625,9.989990234375,11.800988741549693,-5.925181669295537,-5.470412191151413,-5.470412191151413,-11.368404446379866,-11,-12.0,-599.3994140625,1.0,1.0,0.0,1.28018994140625,-601.6796040039062,10706.483308959969,0.6263867733608988,1,OOS
2006-07-05,1270.9100341796875,-9.2799072265625,11.820319246369422,-5.773865198116701,-5.330709560099912,-5.330709560099912,-11.14275459326914,-11,-11.0,510.3948974609375,0.0,0.0,0.0,0.0,510.3948974609375,11216.878206420906,0.608576043264217,1,OOS
2006-07-06,1274.0799560546875,3.169921875,11.798241118205336,-5.586997617386622,-5.158184437865418,-5.158184437865418,-10.775136356445989,-11,-11.0,-174.345703125,0.0,0.0,0.0,0.0,-174.345703125,11042.532503295906,0.6146600074208399,1,OOS
2006-07-07,1265.47998046875,-8.5999755859375,11.86714118909616,-5.521106742958233,-5.097350819104571,-5.097350819104571,-10.659776525847567,-11,-11.0,472.9986572265625,0.0,0.0,0.0,0.0,472.9986572265625,11515.531160522469,0.5981542557727253,1,OOS
2006-07-10,1267.3399658203125,1.8599853515625,11.826385374261468,-5.433719267565895,-5.0166705062599135,-5.0166705062599135,-10.512399272013603,-11,-11.0,-102.2991943359375,0.0,0.0,0.0,0.0,-102.2991943359375,11413.231966186531,0.6017240864048288,1,OOS
2006-07-11,1272.4300537109375,5.090087890625,11.853036777417433,-5.284120125467814,-4.878553395866498,-4.878553395866498,-10.160038014069206,-10,-11.0,-279.954833984375,1.0,1.0,0.0,1.2724300537109376,-282.22726403808593,11131.004702148446,0.6115726833455769,1,OOS
2006-07-12,1258.5999755859375,-13.830078125,11.834139950822482,-5.317998626799592,-4.9098316548376415,-4.9098316548376415,-10.355303280162909,-10,-10.0,691.50390625,0.0,0.0,0.0,0.0,691.50390625,11822.508608398446,0.5874419769135784,1,OOS
2006-07-13,1242.280029296875,-16.3199462890625,12.070126752611296,-5.558242933875689,-5.131636733506235,-5.131636733506235,-10.746800751805765,-11,-10.0,815.997314453125,1.0,1.0,0.0,1.242280029296875,813.7550344238281,12636.263642822274,0.5590451975667629,1,OOS
