cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,pf,expectancy,win_rate,std_daily,ret_5pct,ret_95pct
0.005196921570967961,0.03898299471010654,0.1524734314947311,0.07113200321725953,0.11175643687608085,0.03577641511234592,28.0625,1.3436049845209959,471.1955781565021,8.387096774193548,0.0024556978419878186,-0.0007107294701990785,0.001683883206743663
