cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
,4.636486183323628,-0.25375224456627915,-0.23234271549967153,2.231210098616256,0.4510206596191502,-408.018917796717,0.3004441624365482,0.29207117614907974
