cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.06644146230452529,0.004766002999400524,-0.06638049773901322,-0.26100863421875,0.395334558309821,0.02544491619420318,0.023950885481018532,0.17903152346514128,-0.0010125141130690447,0.21727153882019826,-0.21929656704633635,-0.02093873292486402,0.018913704698725928,0.8027148445312499,0.18629695100889168,28.18918918918919,1.011327840376955,6.297178413982728,0.20408163265306123,0.02490373633231785,-0.03479955736940979,0.034494921410220425,0.017984633992816135,-0.019565931368352812,-0.32716536310395783
