cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.019053452214135506,0.008993429619947136,-0.019035528314994006,0.41687102154296873,0.23209343120176423,0.0343142723679299,0.036140694776962426,-1.142798783498687,0.0012762394170053883,0.14372801850383884,-0.14117553966982807,-0.011716653208006089,0.014269132042016866,0.5673809631110097,0.12201906628963967,26.62608695652174,1.1126139569087077,91.03013349374615,0.28846153846153844,0.014620511902179691,-0.024359409972568496,0.02262359757620952,0.009978221368660252,-0.010777999672114477,-0.14228311627155932
