date,price,price_diff,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,forecast_scale,buffer_contracts,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2005-12-21,5397.22998046875,0.0,,5397.22998046875,5397.22998046875,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-22,5398.27978515625,1.0498046875,,5397.329961867559,5397.2711492800245,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-23,5419.0498046875,20.77001953125,,5399.398518326601,5398.125214197965,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-27,5444.83984375,25.7900390625,,5403.72626360502,5399.957160454907,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-28,5447.14990234375,2.31005859375,,5407.861848246804,5401.807856215254,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-29,5458.580078125,11.43017578125,,5412.692155854251,5404.034217858773,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2005-12-30,5408.259765625,-50.3203125,,5412.270023451465,5404.199925614312,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,10000.0,0.0,1,OOS
2006-01-02,5449.97998046875,41.72021484375,,5415.861447929302,5405.995221883113,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2006-01-03,5460.68017578125,10.7001953125,,5420.129898200916,5408.139729879119,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2006-01-04,5523.6201171875,62.93994140625,,5429.986109532972,5412.668372518663,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
2006-01-05,5516.52978515625,-7.09033203125,,5438.228364354236,5416.741369092686,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,10000.0,0.0,1,OOS
2006-01-06,5536.31982421875,19.7900390625,,5447.570408150857,5421.4307202741,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1,OOS
