cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.004086270976288553,0.042836628557415234,0.1166463950258729,0.08723271247812082,0.11346039364447247,0.03059825455698239,62.043010752688176,1.1424421575011383,230.48148530796593,5.586734693877551,0.0026984539563659105,-0.0040707163312679985,0.004192577826838191,0.003308444023483495,-0.003302529887366598,-0.0345939669562233
