cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
1.3534358833666715e-07,7.153340317140899e-07,0.18920368477632246,0.1980301479311388,2.0281493426433695e-06,1.0436746459050408,,,4.506180838706364e-08
