date,equity
0,100000.0
1,100000.0
2,100000.0
3,99999.999954291
4,100000.00042429831
5,100000.00037829
6,100000.00078141762
7,99999.99915741858
8,99999.99946740393
9,99999.9985314176
10,99999.99753141761
11,99999.99895341464
12,99999.99419817512
13,99999.99443117071
14,99999.99468983742
15,99999.99468983742
16,99999.99468983742
17,99999.99468983742
18,99999.99464413362
19,99999.9941331351
20,99999.99437113559
21,99999.99320913614
22,99999.99248286193
23,99999.99248286193
24,99999.99248286193
25,99999.99243754894
26,99999.99262454842
27,99999.99230355235
28,99999.9927165528
29,99999.9914495485
30,99999.99095695147
31,99999.99095695147
32,99999.99091120667
33,99999.9904902106
34,99999.99145421198
35,99999.99096621154
36,99999.99108442439
37,99999.99202241258
38,99999.98933042062
39,99999.9914464116
40,99999.99102641651
41,99999.99050850012
42,99999.98851596245
43,99999.9889869463
44,99999.99534794413
45,99999.99430592757
46,99999.9965159494
47,100000.00122293166
48,99999.99064694277
49,99999.99821186798
50,99999.99036189255
51,99999.98436230037
52,99999.98371128728
53,99999.98135629499
54,99999.98365321133
55,99999.9823052135
56,99999.98281717631
57,99999.98228119005
58,99999.97879177112
59,99999.98541579315
60,99999.98429079332
61,99999.98059777632
62,99999.98376886052
63,99999.98706572235
64,99999.99136274328
65,99999.99183471591
66,99999.98902172786
67,99999.98333575702
68,99999.97815775496
69,99999.98099199681
70,99999.98813301108
71,99999.9859640172
72,99999.99575100314
73,99999.99526103733
74,99999.99705579925
75,99999.9972208139
76,99999.98842277947
77,99999.99155977862
78,99999.98316782375
79,99999.98373878314
80,99999.98573776963
81,99999.9825127823
82,99999.9940367549
83,99999.9994617668
84,100000.0038477897
85,100000.00628826191
86,100000.00581926774
87,100000.00884329135
88,100000.00398928701
89,99999.99138618569
90,99999.99107633503
91,99999.98349532986
92,99999.99004730632
93,99999.99304691916
94,99999.99361968828
95,99999.99484837105
96,99999.99311034623
97,99999.98724824726
98,99999.97282271109
99,99999.96848423709
100,99999.96702823168
101,99999.97108623816
102,99999.96904224461
103,99999.96587253235
104,99999.96562153148
105,99999.96791452386
106,99999.96801325318
107,99999.96955324292
108,99999.96919723717
109,99999.97032323781
110,99999.9732952584
111,99999.97600078389
112,99999.97409575504
113,99999.96621463535
114,99999.96713863408
115,99999.96942064015
116,99999.9694226421
117,99999.96700665164
118,99999.96832664631
119,99999.96854664136
120,99999.96733463003
121,99999.96960665076
122,99999.96824664141
123,99999.9628726441
124,99999.96336124872
125,99999.96236225007
126,99999.96329024044
127,99999.96297324837
128,99999.96383324561
129,99999.96364724713
130,99999.96313823854
131,99999.96452124584
132,99999.96615323989
133,99999.9667612475
134,99999.96693224354
135,99999.9666505069
136,99999.9620152976
137,99999.96308330257
138,99999.96392249304
139,99999.95975327732
140,99999.95895628056
141,99999.9590042786
142,99999.9595242857
143,99999.95794370558
144,99999.95794370558
145,99999.95794370558
146,99999.95794370558
147,99999.95794370558
148,99999.95794370558
149,99999.95794370558
150,99999.95794370558
151,99999.95794370558
152,99999.95794370558
153,99999.95794370558
154,99999.95794370558
155,99999.95794370558
156,99999.95789779701
157,99999.95810278959
158,99999.95858479622
159,99999.95806084311
160,99999.95832082836
161,99999.95715483763
162,99999.95776885102
163,99999.95757483254
164,99999.9588668091
165,99999.95961680879
166,99999.9599437984
167,99999.95947878395
168,99999.96158958193
169,99999.9624393127
170,99999.95589831483
171,99999.95335643945
172,99999.95580645053
173,99999.95611644795
174,99999.96284642546
175,99999.96533503628
176,99999.96426108645
177,99999.96624269547
178,99999.96730670879
179,99999.96482868226
180,99999.97010670775
181,99999.96510169217
182,99999.96282669296
183,99999.97093966602
184,99999.97792565031
185,99999.97804691164
186,99999.9798789425
187,99999.97745491956
188,99999.97378427055
189,99999.97629530505
190,99999.99059179769
191,100000.00109980452
192,99999.99896079082
193,99999.99194584948
194,99999.99598789017
195,99999.99910878848
196,100000.01232080009
197,100000.01449785114
198,100000.01876689473
199,100000.01422459335
200,100000.01467830279
201,100000.02102122366
202,100000.02522420305
203,100000.03301424407
204,100000.03316024021
205,100000.04036322114
206,100000.04597745353
207,100000.03944687151
208,100000.04125898158
209,100000.0425528786
210,100000.02730497172
211,100000.033696868
212,100000.03072894708
213,100000.04565292629
214,100000.05210991166
215,100000.05487490333
216,100000.05070287955
217,100000.05468593822
218,100000.05533696397
219,100000.06194189927
220,100000.06569488012
221,100000.07054493212
222,100000.06479187476
223,100000.06594390188
224,100000.07697296189
225,100000.08305588894
226,100000.07715985132
227,100000.06076843648
228,100000.06387067957
229,100000.08122270106
230,100000.08075769823
231,100000.08656710516
232,100000.09646712593
233,100000.09720087408
234,100000.10374388706
235,100000.10062289995
236,100000.10398182666
237,100000.1061338919
238,100000.09876889385
239,100000.08854481149
240,100000.09549186353
241,100000.10482381823
242,100000.09613583305
243,100000.09147887057
244,100000.09547487032
245,100000.09952250429
246,100000.09316146279
247,100000.10242548509
248,100000.11181548494
249,100000.11432847605
250,100000.10981115956
251,100000.1130327896
252,100000.11760579281
253,100000.11427859079
254,100000.11731158987
255,100000.11242657436
256,100000.1176846125
257,100000.12266857832
258,100000.12042259167
259,100000.13176599614
260,100000.13103699128
261,100000.12609944373
262,100000.13823745953
263,100000.13246140174
264,100000.1353054485
265,100000.13810045958
266,100000.12489498091
267,100000.12419703082
268,100000.11816797059
269,100000.13680192817
270,100000.14607622291
271,100000.15412323174
272,100000.15429727445
273,100000.15166528798
274,100000.15126528736
275,100000.15863629461
276,100000.15128232786
277,100000.14224432592
278,100000.1454362738
279,100000.15122040482
280,100000.15602441599
281,100000.16064842223
282,100000.16593232773
283,100000.16933233336
284,100000.17386014156
285,100000.17638401639
286,100000.17106198553
287,100000.16977003995
288,100000.13320411457
289,100000.13087708507
290,100000.13353703299
291,100000.12677105717
292,100000.12900753756
293,100000.13559157928
294,100000.13533557305
295,100000.13518054356
296,100000.13818157301
297,100000.13776458026
298,100000.13359201551
299,100000.1358769917
300,100000.13725100481
301,100000.14128499471
302,100000.11897995831
303,100000.10767096048
304,100000.09769226848
305,100000.09384815731
306,100000.09384815731
307,100000.09384815731
308,100000.09379958505
309,100000.09261323886
310,100000.09261323886
311,100000.09261323886
312,100000.0925647478
313,100000.0938867461
314,100000.09404674379
315,100000.09448574568
316,100000.09457074333
317,100000.09494874663
318,100000.09399674377
319,100000.09488974999
320,100000.09534568607
321,100000.09844168514
322,100000.099022261
323,100000.09932826717
324,100000.09879726077
325,100000.1028335763
326,100000.10146560615
327,100000.1012575981
328,100000.10721169965
329,100000.10662667705
330,100000.10648676865
331,100000.09946679047
332,100000.10182482506
333,100000.10759682802
334,100000.11147881462
335,100000.11341680506
336,100000.11568260925
337,100000.11445060097
338,100000.11785259462
339,100000.103025758
340,100000.11165376981
341,100000.11003379729
342,100000.10885774619
343,100000.11662779859
344,100000.11562561124
345,100000.12633162946
346,100000.12981759578
347,100000.13323659435
348,100000.13302563215
349,100000.11581462294
350,100000.12412561887
351,100000.11948760042
352,100000.1331605904
353,100000.13142159882
354,100000.13942761521
355,100000.1387216572
356,100000.13560859137
357,100000.13827063113
358,100000.12340177762
359,100000.13583468398
360,100000.14406365024
361,100000.13376563735
362,100000.14696539044
363,100000.15333936221
364,100000.15471440094
365,100000.16596340515
366,100000.17718872633
367,100000.1676884527
368,100000.16479744445
369,100000.13988036
370,100000.12777233527
371,100000.12399134898
372,100000.13824136666
373,100000.13533132845
374,100000.13510933108
375,100000.15516541286
376,100000.17440142903
377,100000.17494942804
378,100000.17468941782
379,100000.18038644924
380,100000.18038644924
381,100000.18038644924
382,100000.18038644924
383,100000.18038644924
384,100000.18038644924
385,100000.18038644924
386,100000.18038644924
387,100000.18038644924
388,100000.18038644924
389,100000.18038644924
390,100000.18038644924
391,100000.18038644924
392,100000.18038644924
393,100000.18038644924
394,100000.18038644924
395,100000.18038644924
396,100000.18038644924
397,100000.18038644924
398,100000.18033778797
399,100000.1768767832
400,100000.17597278989
401,100000.17389478331
402,100000.17833479347
403,100000.17827978848
404,100000.1783517857
405,100000.18098979088
406,100000.18297380327
407,100000.18251679558
408,100000.17904979708
409,100000.1790887864
410,100000.1789317915
411,100000.17723679333
412,100000.17739378825
413,100000.17570678577
414,100000.17696478358
415,100000.18040779504
416,100000.17726778692
417,100000.17787978752
418,100000.17624478706
419,100000.17470177897
420,100000.17641478247
421,100000.1757887804
422,100000.17828878481
423,100000.1784737949
424,100000.17649478745
425,100000.17648778058
426,100000.17524878915
427,100000.17521878422
428,100000.17592925
429,100000.17592925
430,100000.17592925
431,100000.17592925
432,100000.17592925
433,100000.17592925
434,100000.17592925
435,100000.17592925
436,100000.17592925
437,100000.17592925
438,100000.17592925
439,100000.17592925
440,100000.1758784581
441,100000.17620345869
442,100000.1776784613
443,100000.17717745944
444,100000.17843446849
445,100000.17816646263
446,100000.17736046754
447,100000.1780994703
448,100000.17673948489
449,100000.17470349497
450,100000.17524548809
451,100000.17501348087
452,100000.16707346412
453,100000.1676434602
454,100000.1689694634
455,100000.16859846668
456,100000.16845046838
457,100000.17053847236
458,100000.17110846846
459,100000.17011247066
460,100000.17194847233
461,100000.16785445894
462,100000.16797546743
463,100000.16722746812
464,100000.16903746869
465,100000.16452294622
466,100000.16452294622
467,100000.16452294622
468,100000.16452294622
469,100000.16452294622
470,100000.16452294622
471,100000.16452294622
472,100000.16452294622
473,100000.16447428073
474,100000.16383128651
475,100000.16612428344
476,100000.1637312863
477,100000.16707928985
478,100000.16497828536
479,100000.16089927472
480,100000.1608292795
481,100000.15968727328
482,100000.16055927174
483,100000.16152227377
484,100000.15930027311
485,100000.15701712706
486,100000.15701712706
487,100000.15701712706
488,100000.15701712706
489,100000.15701712706
490,100000.15701712706
491,100000.15701712706
492,100000.15701712706
493,100000.15701712706
494,100000.15701712706
495,100000.15701712706
496,100000.15701712706
497,100000.15701712706
498,100000.15701712706
499,100000.15701712706
500,100000.15701712706
501,100000.15701712706
502,100000.15701712706
503,100000.15701712706
504,100000.15701712706
505,100000.15696880338
506,100000.15956781869
507,100000.15767380931
508,100000.15655381243
509,100000.1584848091
510,100000.15696180864
511,100000.16049181909
512,100000.16126682032
513,100000.16526182186
514,100000.1660213252
515,100000.16895931835
516,100000.16333931375
517,100000.1606453152
518,100000.1649373143
519,100000.16026731148
520,100000.15859929123
521,100000.15989729133
522,100000.15534928601
523,100000.15197528174
524,100000.15489530572
525,100000.16373130571
526,100000.16576932174
527,100000.16367730167
528,100000.16480130254
529,100000.16323330678
530,100000.1612873075
531,100000.15761730647
532,100000.16128730738
533,100000.16106130605
534,100000.16130329864
535,100000.159053295
536,100000.16255330057
537,100000.16043730592
538,100000.15669928724
539,100000.15475366033
540,100000.15488066248
541,100000.15611466096
542,100000.15981967161
543,100000.1597486754
544,100000.16016113764
545,100000.15877114519
546,100000.16464315158
547,100000.16683714934
548,100000.17083715602
549,100000.161381134
550,100000.16375713883
551,100000.16241514444
552,100000.1678831465
553,100000.17019115819
554,100000.15931652195
555,100000.16254852174
556,100000.1594395201
557,100000.15740251733
558,100000.15709151831
559,100000.15827751871
560,100000.15981452067
561,100000.16086852626
562,100000.160120527
563,100000.15537250915
564,100000.15563751201
565,100000.1554595088
566,100000.15535051205
567,100000.15513651026
568,100000.15583651135
569,100000.15694151795
570,100000.15628830007
571,100000.15628830007
572,100000.15628830007
573,100000.15628830007
574,100000.15628830007
575,100000.15628830007
576,100000.15628830007
577,100000.15628830007
578,100000.15628830007
579,100000.15628830007
580,100000.15628830007
581,100000.15628830007
582,100000.15628830007
583,100000.15628830007
584,100000.15628830007
585,100000.15628830007
586,100000.15628830007
587,100000.15628830007
588,100000.15628830007
589,100000.15628830007
590,100000.15628830007
591,100000.15628830007
592,100000.15628830007
593,100000.15624023922
594,100000.15680223961
595,100000.15829323317
596,100000.15847123638
597,100000.1585992395
598,100000.15727623936
599,100000.15500722945
600,100000.15537123148
601,100000.15352923644
602,100000.15447123007
603,100000.15502022994
604,100000.15576223549
605,100000.15597423533
606,100000.15450323693
607,100000.15370123374
608,100000.15365622634
609,100000.15634124025
610,100000.15195702028
611,100000.15195702028
612,100000.15195702028
613,100000.15195702028
614,100000.15195702028
615,100000.15195702028
616,100000.15195702028
617,100000.15195702028
618,100000.15191026402
619,100000.1514082735
620,100000.15389826751
621,100000.15389127289
622,100000.15426226956
623,100000.1534942752
624,100000.15737627579
625,100000.15785327849
626,100000.15764567864
627,100000.15666367026
628,100000.16134168053
629,100000.1610656791
630,100000.16318367569
631,100000.15890569019
632,100000.16470770135
633,100000.16296768383
634,100000.16574769326
635,100000.16794111919
636,100000.17195813033
637,100000.16277822202
638,100000.15978622496
639,100000.15971420336
640,100000.1598502143
641,100000.15645020887
642,100000.15541221896
643,100000.16134220864
644,100000.16029821281
645,100000.16497622326
646,100000.15921022254
647,100000.15499820412
648,100000.15837421032
649,100000.15978820182
650,100000.1620482152
651,100000.15482850689
652,100000.15439751255
653,100000.15670951564
654,100000.1536845109
655,100000.15278450951
656,100000.15435750995
657,100000.15473351152
658,100000.15402350067
659,100000.1534965101
660,100000.15545651066
661,100000.15664751592
662,100000.15586250492
663,100000.15554451128
664,100000.15409651097
665,100000.15663251342
666,100000.1561655083
667,100000.15515050429
668,100000.15324849938
669,100000.15503351187
670,100000.15555851269
671,100000.15581851066
672,100000.15963351904
673,100000.15908550793
674,100000.15653750583
675,100000.16086551553
676,100000.16011251138
677,100000.15841150768
678,100000.15814651703
679,100000.16404652636
680,100000.1619565205
681,100000.16767752587
682,100000.16266551794
683,100000.15780851542
684,100000.162607522
685,100000.16449452458
686,100000.16472952251
687,100000.16239851281
688,100000.16198951557
689,100000.17267453045
690,100000.16668052596
691,100000.16721051952
692,100000.17188853027
693,100000.17339353776
694,100000.17762754168
695,100000.18369355585
696,100000.18482255573
697,100000.19232457153
698,100000.19339457482
699,100000.1829815542
700,100000.18351555176
701,100000.19253256658
702,100000.18867356257
703,100000.18926156417
704,100000.18477655204
705,100000.18781156132
706,100000.19363856812
707,100000.1925055703
708,100000.19563957292
709,100000.19842458203
710,100000.18926556117
711,100000.19030756144
712,100000.18790755687
713,100000.1864415568
714,100000.18668655847
715,100000.1827415499
716,100000.18803955762
717,100000.19282856809
718,100000.19021756452
719,100000.1913955636
720,100000.19342156845
721,100000.19808657991
722,100000.19218756922
723,100000.19598757652
724,100000.19824157875
725,100000.19740457757
726,100000.20265858574
727,100000.20807259818
728,100000.20331358559
729,100000.19813557823
730,100000.19757757541
731,100000.19454857161
732,100000.19369257019
733,100000.20169558251
734,100000.19843557836
735,100000.19624257475
736,100000.19879458171
737,100000.1957095719
738,100000.19234656483
739,100000.1944495718
740,100000.19339256901
741,100000.19595757031
742,100000.19534357374
743,100000.19645957323
744,100000.19199856593
745,100000.1928745686
746,100000.19478856765
747,100000.19452856958
748,100000.19615357275
749,100000.19700057758
750,100000.19650157148
751,100000.19603657421
752,100000.19637457537
753,100000.19425256804
754,100000.19425256804
755,100000.19425256804
756,100000.19425256804
757,100000.19425256804
758,100000.19425256804
759,100000.19425256804
760,100000.19425256804
761,100000.19425256804
762,100000.19425256804
763,100000.19425256804
764,100000.19425256804
765,100000.19425256804
766,100000.19425256804
767,100000.19421576316
768,100000.19548976464
769,100000.19504476254
770,100000.19458276212
771,100000.19366875887
772,100000.1908307529
773,100000.19372575963
774,100000.19565176434
775,100000.19569576468
776,100000.1943887614
777,100000.19501676556
778,100000.19365476338
779,100000.19137975898
780,100000.19125075481
781,100000.19552376714
782,100000.19486576415
783,100000.19472076265
784,100000.19555576183
785,100000.1993227736
786,100000.19939777376
787,100000.2003457737
788,100000.20123477695
789,100000.2039067794
790,100000.20092577355
791,100000.20174977425
792,100000.20292172073
793,100000.20646972598
794,100000.21332374403
795,100000.21422174398
796,100000.21091374129
797,100000.21697775554
798,100000.21681175176
799,100000.21814821915
800,100000.205192815
801,100000.20484081234
802,100000.19896479932
803,100000.1978027975
804,100000.19833479317
805,100000.19348878745
806,100000.19024278509
807,100000.19226910766
808,100000.19381911063
809,100000.18838109961
810,100000.19006110157
811,100000.18928509913
812,100000.18738709748
813,100000.18907909896
814,100000.19192010163
815,100000.19088610308
816,100000.18956509835
817,100000.18723509516
818,100000.18638624407
819,100000.18638624407
820,100000.18638624407
821,100000.18638624407
822,100000.18638624407
823,100000.18638624407
824,100000.18638624407
825,100000.18638624407
826,100000.18638624407
827,100000.18638624407
828,100000.18638624407
829,100000.18638624407
830,100000.18638624407
831,100000.18638624407
832,100000.18638624407
833,100000.18638624407
834,100000.18638624407
835,100000.18638624407
836,100000.18638624407
837,100000.18634869359
838,100000.18932069618
839,100000.1889766953
840,100000.19054970241
841,100000.18933569863
842,100000.19151969935
843,100000.1895206965
844,100000.18943169486
845,100000.18698869097
846,100000.18790369514
847,100000.18688469299
848,100000.18956769971
849,100000.1894096977
850,100000.1889436934
851,100000.18742969519
852,100000.18729669323
853,100000.18962969929
854,100000.18790269407
855,100000.18927969862
856,100000.1905107007
857,100000.19288370328
858,100000.19303180827
859,100000.19043580716
860,100000.1925758137
861,100000.19210181375
862,100000.19191181095
863,100000.19256980783
864,100000.19191381293
865,100000.19306181317
866,100000.19332581515
867,100000.1888277962
868,100000.18647779177
869,100000.18622580153
870,100000.187757799
871,100000.18832979714
872,100000.18269178603
873,100000.18310378629
874,100000.1842717938
875,100000.1881358024
876,100000.18786380482
877,100000.18952979917
878,100000.18794780155
879,100000.188749805
880,100000.18336778802
881,100000.18382778642
882,100000.18025217095
883,100000.18010516751
884,100000.18041716759
885,100000.18006216818
886,100000.18225417042
887,100000.18273317518
888,100000.18541717668
889,100000.18622317792
890,100000.18618717932
891,100000.18726218132
892,100000.18756809153
893,100000.18746608938
894,100000.19191009186
895,100000.19250409935
896,100000.19308809706
897,100000.19257609655
898,100000.19168210067
899,100000.19396236517
900,100000.19418135972
901,100000.19872637586
902,100000.19963238353
903,100000.19875336565
904,100000.19702143452
905,100000.20238143044
906,100000.20102942575
907,100000.1959294155
908,100000.20051343326
909,100000.20328143198
910,100000.1998254435
911,100000.19008140548
912,100000.194057414
913,100000.1967734349
914,100000.20109728527
915,100000.21043678634
916,100000.21021276242
917,100000.21118478595
918,100000.21119222163
919,100000.21262221732
920,100000.21159725176
921,100000.20744221368
922,100000.1961521817
923,100000.19450718946
924,100000.19875219284
925,100000.2052918949
926,100000.20884739052
927,100000.21283738907
928,100000.2182224103
929,100000.21751739168
930,100000.22082239155
931,100000.22246741471
932,100000.2305324351
933,100000.22889742158
934,100000.23030245409
935,100000.22848244256
936,100000.23198245055
937,100000.22658741851
938,100000.22154242419
939,100000.21834240489
940,100000.22764241298
941,100000.22645741273
942,100000.22469239408
943,100000.21107737327
944,100000.20875736105
945,100000.21634156768
946,100000.22204558394
947,100000.22314842894
948,100000.22709844996
949,100000.23010346167
950,100000.23245344267
951,100000.23095343917
952,100000.24032665948
953,100000.24214267949
954,100000.23854891524
955,100000.24366391769
956,100000.24023892156
957,100000.23540889287
958,100000.24116391128
959,100000.23450886595
960,100000.22818383892
961,100000.22641387639
962,100000.21598298552
963,100000.22533367571
964,100000.21635764232
965,100000.2183646657
966,100000.21908276786
967,100000.2193007615
968,100000.22332677132
969,100000.2238607813
970,100000.2286167734
971,100000.22860278412
972,100000.22970278663
973,100000.22744877754
974,100000.22869677843
