period_label,start,end,bars,cum_return,vol,max_drawdown,ret_over_vol
2005-12,2005-12-22,2005-12-30,6,0.0,0.0,0.0,
2006-01,2006-01-02,2006-01-31,22,0.0,0.0,0.0,
2006-02,2006-02-01,2006-02-28,20,0.009800119115848993,0.0032762968207293015,-0.010198419601980091,2.991218333407134
2006-03,2006-03-01,2006-03-31,23,0.012368356939907788,0.007619923847708724,-0.025538660593664497,1.6231601768076587
2006-04,2006-04-03,2006-04-28,19,0.006745098989155762,0.010055009344197827,-0.02628447323460792,0.6708197633896755
2006-05,2006-05-01,2006-05-31,23,-0.11496829263528352,0.020608478474277263,-0.16346528896407475,-5.578689022519672
2006-06,2006-06-01,2006-06-30,22,-0.028610874107586226,0.007710872363489569,-0.04243142577164649,-3.710458785838121
2006-07,2006-07-03,2006-07-31,21,-0.0016620126017828918,0.0076666168389774554,-0.029274001822643392,-0.21678566135366753
2006-08,2006-08-01,2006-08-31,23,-0.07269540735338931,0.006425692904478427,-0.07938949204573464,-11.313240211452337
2006-09,2006-09-01,2006-09-29,21,-0.1620473999833295,0.05303156445790832,-0.23512859172678802,-3.055678285937579
2006-10,2006-10-02,2006-10-31,22,0.3404460271221321,0.01899743943822021,-0.0229094838347933,17.920627052359592
2006-11,2006-11-01,2006-11-30,22,0.04174966191172835,0.024782034546243868,-0.0974670604691441,1.6846745102312923
2006-12,2006-12-01,2006-12-29,20,0.19843680603231673,0.016639472071791193,-0.02365743790789776,11.925667183199012
2007-01,2007-01-02,2007-01-31,22,0.10036532508433837,0.017296506998974333,-0.03906298764010374,5.802635473757213
2007-02,2007-02-01,2007-02-28,20,-0.07013996009230394,0.02827034912421247,-0.1362953534319663,-2.481043293244361
2007-03,2007-03-01,2007-03-30,22,0.04636952804229355,0.011928281126156083,-0.03399638847011277,3.8873604295438198
2007-04,2007-04-02,2007-04-30,20,0.06128019818201147,0.006173408534764109,-0.012913621628147798,9.92647705670641
2007-05,2007-05-01,2007-05-31,22,0.13617047454325615,0.014912053367521891,-0.03252367964808378,9.131571030977685
