cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
4.7229342214905046e-08,3.8401215497919416e-07,0.12298937472803981,0.14590120496846246,1.204203205744699e-06,1.024917339095694,,,2.4190491964308134e-08
