cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
-0.0392872141098457,0.29639559345339667,0.013248801011512422,0.015765271454533925,0.9021798536417502,1.0029457368744163,,,0.018671167380311705
