cagr,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.01614923155168979,0.21161865137725708,0.18206369572394934,0.2182020285926608,0.003952000139305431,0.13783622804477227,-0.1299322277661614,-0.007769763829744864,0.015673764108355727,0.5511213753478982,0.21368873728203874,82.04444444444445,inf,273657.4007839635,1.0,0.013330722007788058,-0.021762399896051932,0.02086046254312798,0.009092088268252592,-0.009320140809859608,-0.12058035738804407
