cagr,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.013565832890572227,0.30838319302594447,0.11366004039705138,0.1150241175217107,0.003875946885146192,0.18625393148977845,-0.17850203771948606,-0.012758414824260595,0.020510308594552978,0.4535936188955798,0.13492903591463873,30.735849056603772,1.1086565513700062,95.15784886083027,0.24528301886792453,0.01942631517282565,-0.029381079361897267,0.0298172478623559,0.01263637685686542,-0.013089224038601872,-0.23780540107574988
