cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.008930924418444564,0.2416504035777261,0.08665388255825254,0.08247048044921662,0.5475085298129856,0.1306759357569276,24.033333333333335,1.18777174577656,187.74960072835262,0.2777777777777778,0.01522254457345372,-0.023788580082551164,0.022435213478829874,0.010610484989408517,-0.011466972968558788,-0.21216780641152855
