Date,Close
2017-08-17 08:00:00,4349.99000000
2017-08-17 12:00:00,4427.30000000
2017-08-17 16:00:00,4352.34000000
2017-08-17 20:00:00,4325.23000000
2017-08-18 00:00:00,4285.08000000
2017-08-18 04:00:00,4292.39000000
2017-08-18 08:00:00,4300.25000000
2017-08-18 12:00:00,4340.31000000
2017-08-18 16:00:00,4236.89000000
2017-08-18 20:00:00,4136.28000000
2017-08-19 00:00:00,4108.37000000
2017-08-19 04:00:00,4138.55000000
2017-08-19 08:00:00,4033.47000000
2017-08-19 12:00:00,3957.60000000
2017-08-19 16:00:00,3972.05000000
2017-08-19 20:00:00,4076.12000000
2017-08-20 00:00:00,4139.98000000
2017-08-20 04:00:00,4094.62000000
2017-08-20 08:00:00,4155.87000000
2017-08-20 12:00:00,4106.53000000
2017-08-20 16:00:00,4125.00000000
2017-08-20 20:00:00,4164.60000000
2017-08-21 00:00:00,4086.29000000
2017-08-21 04:00:00,4084.76000000
2017-08-21 08:00:00,4043.63000000
2017-08-21 12:00:00,4023.11000000
2017-08-21 16:00:00,4022.00000000
2017-08-21 20:00:00,4027.05000000
2017-08-22 00:00:00,4016.00000000
2017-08-22 04:00:00,3862.39000000
2017-08-22 08:00:00,3798.08000000
2017-08-22 12:00:00,3866.48000000
2017-08-22 16:00:00,3858.23000000
2017-08-22 20:00:00,3984.24000000
2017-08-23 00:00:00,4040.00000000
2017-08-23 04:00:00,4100.41000000
2017-08-23 08:00:00,4074.88000000
2017-08-23 12:00:00,4237.99000000
2017-08-23 16:00:00,4197.05000000
2017-08-23 20:00:00,4117.07000000
2017-08-24 00:00:00,4114.01000000
2017-08-24 04:00:00,4113.58000000
2017-08-24 08:00:00,4153.32000000
2017-08-24 12:00:00,4202.00000000
2017-08-24 16:00:00,4222.00000000
2017-08-24 20:00:00,4216.07000000
2017-08-25 00:00:00,4316.01000000
2017-08-25 04:00:00,4312.69000000
2017-08-25 08:00:00,4329.00000000
2017-08-25 12:00:00,4361.27000000
2017-08-25 16:00:00,4394.36000000
2017-08-25 20:00:00,4307.17000000
2017-08-26 00:00:00,4280.68000000
2017-08-26 04:00:00,4297.94000000
2017-08-26 08:00:00,4319.70000000
2017-08-26 12:00:00,4288.72000000
2017-08-26 16:00:00,4275.00000000
2017-08-26 20:00:00,4293.52000000
2017-08-27 00:00:00,4337.44000000
2017-08-27 04:00:00,4314.91000000
2017-08-27 08:00:00,4313.84000000
2017-08-27 12:00:00,4323.37000000
2017-08-27 16:00:00,4325.00000000
2017-08-27 20:00:00,4368.41000000
2017-08-28 00:00:00,4310.01000000
2017-08-28 04:00:00,4239.37000000
2017-08-28 08:00:00,4261.90000000
2017-08-28 12:00:00,4308.00000000
2017-08-28 16:00:00,4273.59000000
2017-08-28 20:00:00,4321.65000000
2017-08-29 00:00:00,4386.69000000
2017-08-29 04:00:00,4376.99000000
2017-08-29 08:00:00,4329.02000000
2017-08-29 12:00:00,4368.50000000
2017-08-29 16:00:00,4570.00000000
2017-08-29 20:00:00,4555.55000000
2017-08-30 00:00:00,4587.48000000
2017-08-30 04:00:00,4583.61000000
2017-08-30 08:00:00,4550.02000000
2017-08-30 12:00:00,4498.35000000
2017-08-30 16:00:00,4546.77000000
2017-08-30 20:00:00,4536.82000000
2017-08-31 00:00:00,4555.14000000
2017-08-31 04:00:00,4593.66000000
2017-08-31 08:00:00,4592.16000000
2017-08-31 12:00:00,4656.67000000
2017-08-31 16:00:00,4648.82000000
2017-08-31 20:00:00,4698.77000000
2017-09-01 00:00:00,4724.89000000
2017-09-01 04:00:00,4714.73000000
2017-09-01 08:00:00,4707.50000000
2017-09-01 12:00:00,4775.00000000
2017-09-01 16:00:00,4803.83000000
2017-09-01 20:00:00,4813.24000000
2017-09-02 00:00:00,4834.91000000
2017-09-02 04:00:00,4788.07000000
2017-09-02 08:00:00,4697.71000000
2017-09-02 12:00:00,4630.01000000
2017-09-02 16:00:00,4460.19000000
2017-09-02 20:00:00,4509.77000000
2017-09-03 00:00:00,4472.14000000
2017-09-03 04:00:00,4569.54000000
2017-09-03 08:00:00,4620.87000000
2017-09-03 12:00:00,4486.00000000
2017-09-03 16:00:00,4384.15000000
2017-09-03 20:00:00,4529.00000000
2017-09-04 00:00:00,4509.08000000
2017-09-04 04:00:00,4340.51000000
2017-09-04 08:00:00,4186.96000000
2017-09-04 12:00:00,4153.00000000
2017-09-04 16:00:00,4015.03000000
2017-09-04 20:00:00,4203.67000000
2017-09-05 00:00:00,4100.11000000
2017-09-05 04:00:00,3988.04000000
2017-09-05 08:00:00,4190.40000000
2017-09-05 12:00:00,4246.82000000
2017-09-05 16:00:00,4151.00000000
2017-09-05 20:00:00,4442.48000000
2017-09-06 00:00:00,4366.47000000
2017-09-06 04:00:00,4430.02000000
2017-09-06 08:00:00,4461.29000000
2017-09-06 12:00:00,4548.13000000
2017-09-06 16:00:00,4619.43000000
2017-09-07 00:00:00,4619.77000000
2017-09-07 04:00:00,4484.03000000
2017-09-07 08:00:00,4510.25000000
2017-09-07 12:00:00,4613.94000000
2017-09-07 16:00:00,4755.00000000
2017-09-07 20:00:00,4754.21000000
2017-09-08 00:00:00,4691.61000000
2017-09-08 04:00:00,4605.05000000
2017-09-08 08:00:00,4619.01000000
2017-09-08 12:00:00,4647.53000000
2017-09-08 16:00:00,4348.65000000
2017-09-08 20:00:00,4190.01000000
2017-09-09 00:00:00,4282.80000000
2017-09-09 04:00:00,4242.01000000
2017-09-09 08:00:00,4321.52000000
2017-09-09 12:00:00,4327.63000000
2017-09-09 16:00:00,4276.00000000
2017-09-09 20:00:00,4253.70000000
2017-09-10 00:00:00,4258.81000000
2017-09-10 04:00:00,4144.00000000
2017-09-10 08:00:00,3988.95000000
2017-09-10 12:00:00,4098.79000000
2017-09-10 16:00:00,4094.93000000
2017-09-10 20:00:00,4274.32000000
2017-09-11 00:00:00,4130.37000000
2017-09-11 04:00:00,4312.05000000
2017-09-11 08:00:00,4178.73000000
2017-09-11 12:00:00,4191.53000000
2017-09-11 16:00:00,4251.29000000
2017-09-11 20:00:00,4182.27000000
2017-09-12 00:00:00,4208.47000000
2017-09-12 04:00:00,4294.25000000
2017-09-12 08:00:00,4361.00000000
2017-09-12 12:00:00,4340.10000000
2017-09-12 16:00:00,4258.72000000
2017-09-12 20:00:00,4165.50000000
2017-09-13 00:00:00,4163.72000000
2017-09-13 04:00:00,3936.84000000
2017-09-13 08:00:00,3933.76000000
2017-09-13 12:00:00,3832.00000000
2017-09-13 16:00:00,3795.00000000
2017-09-13 20:00:00,3879.81000000
2017-09-14 00:00:00,3944.69000000
2017-09-14 04:00:00,3806.00000000
2017-09-14 08:00:00,3869.99000000
2017-09-14 12:00:00,3481.02000000
2017-09-14 16:00:00,3518.00000000
2017-09-14 20:00:00,3370.00000000
2017-09-15 00:00:00,3189.02000000
2017-09-15 04:00:00,3370.00000000
2017-09-15 08:00:00,3148.00000000
2017-09-15 12:00:00,2919.00000000
2017-09-15 16:00:00,3830.00000000
2017-09-15 20:00:00,3702.66000000
2017-09-16 00:00:00,3700.00000000
2017-09-16 04:00:00,3770.00000000
2017-09-16 08:00:00,3847.90000000
