Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-29 00:00:00+00:00,2676.93896484375,2678.33154296875,2674.4560546875,2677.435546875,5298176,0.0,0.0
2024-09-29 00:15:00+00:00,2677.146728515625,2681.5390625,2676.886962890625,2678.39111328125,17216512,0.0,0.0
2024-09-29 00:30:00+00:00,2679.166015625,2679.166015625,2671.000244140625,2671.000244140625,11587584,0.0,0.0
2024-09-29 00:45:00+00:00,2671.39599609375,2672.374755859375,2667.75048828125,2669.0908203125,36511744,0.0,0.0
2024-09-29 01:00:00+00:00,2669.0927734375,2671.439453125,2668.76513671875,2669.123046875,20066304,0.0,0.0
2024-09-29 01:15:00+00:00,2668.273193359375,2671.896728515625,2666.77490234375,2669.3642578125,39920640,0.0,0.0
2024-09-29 01:30:00+00:00,2670.492919921875,2671.4765625,2667.95654296875,2668.85888671875,7965696,0.0,0.0
2024-09-29 01:45:00+00:00,2668.81298828125,2675.736328125,2668.81298828125,2675.736328125,25628672,0.0,0.0
2024-09-29 02:00:00+00:00,2675.815185546875,2683.197998046875,2674.258056640625,2683.197998046875,5681152,0.0,0.0
2024-09-29 02:15:00+00:00,2682.5478515625,2682.5478515625,2679.285888671875,2679.285888671875,53568512,0.0,0.0
2024-09-29 02:30:00+00:00,2679.843017578125,2679.843017578125,2674.032958984375,2676.89599609375,0,0.0,0.0
2024-09-29 02:45:00+00:00,2676.264892578125,2678.484130859375,2675.673095703125,2676.26318359375,0,0.0,0.0
2024-09-29 03:00:00+00:00,2675.72900390625,2675.72900390625,2670.82275390625,2670.82275390625,0,0.0,0.0
2024-09-29 03:15:00+00:00,2670.79833984375,2673.876953125,2668.3203125,2673.876953125,0,0.0,0.0
2024-09-29 03:30:00+00:00,2673.720947265625,2675.509521484375,2672.09326171875,2675.509521484375,3297280,0.0,0.0
2024-09-29 03:45:00+00:00,2676.204833984375,2676.204833984375,2675.11328125,2675.5205078125,0,0.0,0.0
2024-09-29 04:00:00+00:00,2675.55419921875,2675.55419921875,2670.81884765625,2670.81884765625,0,0.0,0.0
2024-09-29 04:15:00+00:00,2670.269775390625,2670.269775390625,2667.472412109375,2669.03857421875,0,0.0,0.0
2024-09-29 04:30:00+00:00,2668.74658203125,2669.55908203125,2667.89990234375,2669.4345703125,0,0.0,0.0
2024-09-29 04:45:00+00:00,2669.484619140625,2671.000732421875,2668.161376953125,2671.000732421875,0,0.0,0.0
2024-09-29 05:00:00+00:00,2670.793212890625,2672.217529296875,2669.22021484375,2670.733642578125,0,0.0,0.0
