Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-25 00:00:00+00:00,56.86628723144531,56.87647247314453,56.325279235839844,56.69755554199219,0,0.0,0.0
2023-11-25 01:00:00+00:00,56.70351028442383,58.87562561035156,56.70351028442383,58.810546875,84556416,0.0,0.0
2023-11-25 02:00:00+00:00,58.81576919555664,59.654144287109375,58.50563430786133,59.60911560058594,169577728,0.0,0.0
2023-11-25 03:00:00+00:00,59.60634994506836,59.62040328979492,58.84089279174805,58.84089279174805,36834944,0.0,0.0
2023-11-25 04:00:00+00:00,58.84144973754883,58.92146301269531,58.553646087646484,58.67414093017578,17739904,0.0,0.0
2023-11-25 05:00:00+00:00,58.673545837402344,58.951202392578125,58.551177978515625,58.912784576416016,15728384,0.0,0.0
2023-11-25 06:00:00+00:00,58.91229248046875,58.92768478393555,58.688087463378906,58.70088195800781,0,0.0,0.0
2023-11-25 07:00:00+00:00,58.7034797668457,58.784881591796875,58.59201431274414,58.6616096496582,0,0.0,0.0
2023-11-25 08:00:00+00:00,58.65879821777344,58.834022521972656,58.64693832397461,58.79082489013672,0,0.0,0.0
2023-11-25 09:00:00+00:00,58.78815841674805,58.79143142700195,58.418182373046875,58.44984817504883,0,0.0,0.0
2023-11-25 10:00:00+00:00,58.44981002807617,58.48966598510742,57.89975357055664,57.93550491333008,0,0.0,0.0
2023-11-25 11:00:00+00:00,57.94204330444336,58.05989074707031,57.512996673583984,57.76340866088867,0,0.0,0.0
2023-11-25 12:00:00+00:00,57.770660400390625,58.1660041809082,57.770660400390625,58.1660041809082,0,0.0,0.0
2023-11-25 13:00:00+00:00,58.1732177734375,58.42837142944336,57.92372131347656,58.38859939575195,0,0.0,0.0
2023-11-25 14:00:00+00:00,58.3915901184082,58.39727020263672,58.18279266357422,58.349281311035156,0,0.0,0.0
2023-11-25 15:00:00+00:00,58.3545036315918,58.701202392578125,58.25353240966797,58.625186920166016,0,0.0,0.0
2023-11-25 16:00:00+00:00,58.609596252441406,58.794124603271484,58.4915771484375,58.61784744262695,0,0.0,0.0
2023-11-25 17:00:00+00:00,58.617740631103516,59.30207061767578,58.60707092285156,59.08720016479492,17287296,0.0,0.0
2023-11-25 18:00:00+00:00,59.09748458862305,59.56391525268555,58.89113998413086,59.14054489135742,14617856,0.0,0.0
2023-11-25 19:00:00+00:00,59.117366790771484,59.25460433959961,59.07555389404297,59.10277557373047,0,0.0,0.0
2023-11-25 20:00:00+00:00,59.09516906738281,59.26955795288086,58.862770080566406,58.982322692871094,2605824,0.0,0.0
2023-11-25 21:00:00+00:00,58.98408889770508,59.17021942138672,58.90196990966797,58.9433708190918,0,0.0,0.0
2023-11-25 22:00:00+00:00,58.94316482543945,58.9943733215332,58.718963623046875,58.7311897277832,0,0.0,0.0
2023-11-25 23:00:00+00:00,58.700626373291016,58.846248626708984,58.700626373291016,58.846248626708984,0,0.0,0.0
2023-11-26 00:00:00+00:00,58.84541702270508,58.95796203613281,58.50601577758789,58.57286834716797,0,0.0,0.0
2023-11-26 01:00:00+00:00,58.57243347167969,58.57243347167969,58.15679931640625,58.177528381347656,0,0.0,0.0
2023-11-26 02:00:00+00:00,58.17454147338867,58.44424057006836,58.13909149169922,58.44424057006836,0,0.0,0.0
2023-11-26 03:00:00+00:00,58.4535026550293,58.677154541015625,58.29017639160156,58.322269439697266,0,0.0,0.0
2023-11-26 04:00:00+00:00,58.323699951171875,58.4975700378418,58.31361770629883,58.490962982177734,0,0.0,0.0
2023-11-26 05:00:00+00:00,58.49296951293945,58.61506652832031,58.41557693481445,58.53437042236328,0,0.0,0.0
2023-11-26 06:00:00+00:00,58.53215408325195,58.53215408325195,58.243099212646484,58.43478775024414,0,0.0,0.0
2023-11-26 07:00:00+00:00,58.44811248779297,58.60578155517578,58.426883697509766,58.448917388916016,0,0.0,0.0
2023-11-26 08:00:00+00:00,58.451988220214844,58.564178466796875,58.300533294677734,58.39270782470703,0,0.0,0.0
2023-11-26 09:00:00+00:00,58.39073944091797,58.407405853271484,58.01699447631836,58.218509674072266,0,0.0,0.0
2023-11-26 10:00:00+00:00,58.22498321533203,58.263545989990234,57.958587646484375,57.958587646484375,0,0.0,0.0
2023-11-26 11:00:00+00:00,57.95823669433594,58.15827941894531,57.84215545654297,57.84982681274414,0,0.0,0.0
2023-11-26 12:00:00+00:00,57.851226806640625,58.0177001953125,57.70162582397461,57.996456146240234,26889408,0.0,0.0
2023-11-26 13:00:00+00:00,58.01100540161133,58.077964782714844,57.63386917114258,57.715511322021484,0,0.0,0.0
2023-11-26 14:00:00+00:00,57.73345184326172,57.79720687866211,56.94535827636719,57.02604675292969,46187136,0.0,0.0
2023-11-26 15:00:00+00:00,57.02980041503906,57.44405746459961,57.008731842041016,57.13373947143555,15818560,0.0,0.0
2023-11-26 16:00:00+00:00,57.144256591796875,57.26590347290039,56.51145553588867,56.799896240234375,46187712,0.0,0.0
2023-11-26 17:00:00+00:00,56.80758285522461,57.0242919921875,56.711212158203125,56.90888595581055,0,0.0,0.0
2023-11-26 18:00:00+00:00,56.90480041503906,57.092830657958984,56.72382736206055,56.78829574584961,0,0.0,0.0
2023-11-26 19:00:00+00:00,56.7936897277832,57.178653717041016,56.756256103515625,57.178653717041016,3310336,0.0,0.0
2023-11-26 20:00:00+00:00,57.184288024902344,58.31532669067383,57.06891632080078,57.99906921386719,42744000,0.0,0.0
2023-11-26 21:00:00+00:00,57.992454528808594,58.11857604980469,57.6600341796875,57.97822570800781,11170176,0.0,0.0
2023-11-26 22:00:00+00:00,57.98396682739258,58.2309455871582,57.85386276245117,57.870887756347656,6900608,0.0,0.0
2023-11-26 23:00:00+00:00,57.86375045776367,57.86375045776367,57.496524810791016,57.64299774169922,13115264,0.0,0.0
2023-11-27 00:00:00+00:00,57.628868103027344,57.960533142089844,57.40420150756836,57.691551208496094,1973888,0.0,0.0
2023-11-27 01:00:00+00:00,57.69313430786133,58.02122497558594,57.26575469970703,57.304508209228516,0,0.0,0.0
2023-11-27 02:00:00+00:00,57.30595016479492,57.326202392578125,56.781776428222656,56.816158294677734,11082496,0.0,0.0
2023-11-27 03:00:00+00:00,56.81373596191406,56.856380462646484,56.29339599609375,56.54841613769531,28395072,0.0,0.0
2023-11-27 04:00:00+00:00,56.56024169921875,57.168792724609375,56.54140853881836,57.168792724609375,18017472,0.0,0.0
2023-11-27 05:00:00+00:00,57.17528533935547,57.26447296142578,56.921295166015625,57.0107307434082,3652800,0.0,0.0
2023-11-27 06:00:00+00:00,56.98847961425781,57.270362854003906,56.598114013671875,56.598114013671875,5066624,0.0,0.0
2023-11-27 07:00:00+00:00,56.59144592285156,56.68064880371094,55.759185791015625,55.8659782409668,63305792,0.0,0.0
2023-11-27 08:00:00+00:00,55.88642501831055,56.2429313659668,55.75827407836914,55.80958557128906,21685888,0.0,0.0
2023-11-27 09:00:00+00:00,55.810909271240234,56.26365661621094,55.810909271240234,56.127349853515625,5193216,0.0,0.0
2023-11-27 10:00:00+00:00,56.119590759277344,56.119590759277344,54.93410873413086,54.93410873413086,71979904,0.0,0.0
2023-11-27 11:00:00+00:00,55.054283142089844,55.251747131347656,54.89970016479492,55.116065979003906,42936320,0.0,0.0
2023-11-27 12:00:00+00:00,55.11366271972656,55.191200256347656,54.836883544921875,54.913726806640625,0,0.0,0.0
2023-11-27 13:00:00+00:00,54.9206657409668,55.0993537902832,54.60458755493164,54.8057861328125,31806464,0.0,0.0
2023-11-27 14:00:00+00:00,54.80154800415039,54.9280891418457,54.24418640136719,54.24418640136719,0,0.0,0.0
2023-11-27 15:00:00+00:00,54.25606155395508,54.959068298339844,54.2153434753418,54.2153434753418,18368640,0.0,0.0
2023-11-27 16:00:00+00:00,54.19078063964844,54.64994812011719,54.045005798339844,54.64994812011719,1287040,0.0,0.0
2023-11-27 17:00:00+00:00,54.82697677612305,55.115299224853516,54.45842361450195,54.45842361450195,27147136,0.0,0.0
2023-11-27 18:00:00+00:00,54.473609924316406,54.622772216796875,54.322059631347656,54.322059631347656,0,0.0,0.0
2023-11-27 19:00:00+00:00,54.19721984863281,54.58370590209961,53.71446990966797,54.009002685546875,29051392,0.0,0.0
2023-11-27 20:00:00+00:00,54.094337463378906,54.3782958984375,53.863460540771484,54.05107498168945,0,0.0,0.0
2023-11-27 21:00:00+00:00,54.04756546020508,54.735130310058594,54.04756546020508,54.57551193237305,5458048,0.0,0.0
2023-11-27 22:00:00+00:00,54.6610221862793,54.707069396972656,54.42246627807617,54.707069396972656,0,0.0,0.0
