Date,Open,High,Low,Close,Tickvol,Volume,Spread
2015-05-28 00:00:00,27677,27689,27549,27597,201,0,0
2015-06-01 00:00:00,27054,27540,26986,27163,1000,0,0
2015-06-02 00:00:00,27165,27359,27072,27226,514,0,0
2015-06-03 00:00:00,27236,27505,27175,27466,431,0,0
2015-06-04 00:00:00,27347,27650,26640,27324,1998,0,0
2015-06-05 00:00:00,27293,27427,26887,26981,769,0,0
2015-06-08 00:00:00,26896,27200,26801,27064,631,0,0
2015-06-09 00:00:00,27022,27093,26633,26721,620,0,0
2015-06-10 00:00:00,26702,26868,26279,26567,1044,0,0
2015-06-11 00:00:00,26614,26908,26566,26810,489,0,0
2015-06-12 00:00:00,26829,27172,26742,27027,663,0,0
2015-06-15 00:00:00,26852,26883,26428,26459,518,0,0
2015-06-16 00:00:00,26506,26637,26157,26338,793,0,0
2015-06-17 00:00:00,26334,26677,26289,26448,663,0,0
2015-06-18 00:00:00,26460,26688,26332,26628,545,0,0
2015-06-19 00:00:00,26644,26778,26467,26643,622,0,0
2015-06-22 00:00:00,26660,26987,26604,26979,448,0,0
2015-06-23 00:00:00,27004,27323,26889,27265,608,0,0
2015-06-24 00:00:00,27236,27361,27115,27286,443,0,0
2015-06-25 00:00:00,27201,27261,27034,27047,301,0,0
2015-06-26 00:00:00,27061,27068,26413,26610,860,0,0
2015-06-29 00:00:00,26593,26653,25555,25881,1485,0,0
2015-06-30 00:00:00,25899,26486,25867,26095,1043,0,0
2015-07-02 00:00:00,26248,26425,26107,26304,581,0,0
2015-07-03 00:00:00,26333,26406,25889,25974,676,0,0
2015-07-06 00:00:00,25980,26346,24718,25411,2688,0,0
2015-07-07 00:00:00,25432,25453,24176,24241,1364,0,0
2015-07-08 00:00:00,24393,24483,22706,23586,2748,0,0
2015-07-09 00:00:00,23399,24674,23252,24444,1800,0,0
2015-07-10 00:00:00,24445,24998,24412,24860,758,0,0
2015-07-13 00:00:00,24899,25229,24515,25163,1165,0,0
2015-07-14 00:00:00,25172,25174,24832,25081,594,0,0
2015-07-15 00:00:00,25103,25170,24803,24992,624,0,0
2015-07-16 00:00:00,25036,25170,24792,25169,624,0,0
2015-07-17 00:00:00,25161,25475,25122,25404,464,0,0
2015-07-20 00:00:00,25525,25530,25252,25362,394,0,0
2015-07-21 00:00:00,25370,25608,25276,25432,603,0,0
2015-07-22 00:00:00,25382,25388,25134,25178,305,0,0
2015-07-23 00:00:00,25271,25497,25243,25269,507,0,0
2015-07-24 00:00:00,25268,25272,24934,24959,368,0,0
2015-07-27 00:00:00,24881,24908,24004,24308,1236,0,0
2015-07-28 00:00:00,24259,24935,24112,24496,1410,0,0
2015-07-29 00:00:00,24545,24698,24392,24698,460,0,0
2015-07-30 00:00:00,24723,24820,24356,24435,641,0,0
2015-07-31 00:00:00,24517,24696,24401,24648,460,0,0
2015-08-03 00:00:00,24537,24541,24108,24229,559,0,0
