cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.00581781982722962,0.05695861504602969,0.13034980537291818,0.12087637578571017,0.10624954396484376,1.0301269673408437,49.99891343210706,4.7711442786069655,0.0035880554865346755
