cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.005196921570967961,0.03898299471010654,0.1524734314947311,0.07113200321725953,0.11175643687608085,1.083007735424706,83.16034131716007,4.666666666666667,0.0024556978419878186
