cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.05615402140001868,0.24672849462179836,0.3458990972115982,0.3940354311926856,0.5867375141709957,0.1978937425283599,79.82978723404256,1.0400359735365072,36.774172194041995,0.523862684900921,0.01554243424101466,-0.02344325174089794,0.023688673679292123,0.009834208071334494,-0.009928089607415005,-0.1765245573422054
