cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.015286173824769378,0.554857835870695,0.26275640357761376,0.2776488936919491,0.796313765014409,0.20500893497482764,29.223214285714285,1.0366043050301834,31.02011920519203,0.783001808318264,0.03495275825498459,-0.05012157483094665,0.05323910979574681,0.021931580454252662,-0.02165059372808405,-0.40231736419058994
