date,price,price_diff,pct_change,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,position_pnl,price_diff_pnl,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2006-01-03,1268.800048828125,0.0,0.0,7.734001131924078,1268.800048828125,1268.800048828125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-04,1273.4599609375,4.659912109375,0.0036726922525569528,7.734001131924078,1269.647305575284,1268.9151083863812,0.09467249569959868,0.38815723236835453,0.38815723236835453,0.12576541119426166,0,0,4.659912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-05,1273.47998046875,0.02001953125,1.572058161558587e-05,7.734001131924078,1270.344155555914,1269.027821277304,0.17020094206821984,0.6978238624797013,0.6978238624797013,0.22609581385565555,0,0,0.02001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-06,1285.449951171875,11.969970703125,0.009399418040885843,7.734001131924078,1273.0906638497252,1269.4333059660587,0.47289337320753405,1.9388628301508894,1.9388628301508894,0.6223443341377812,1,1,11.969970703125,0.0,0.0,1.0,1.0,0.0,1.285449951171875,-2.2854499511718753,49997.714550048826,4.5708999023481735e-05,1.0,OOS
2006-01-09,1290.1500244140625,4.7000732421875,0.0036563642465448076,7.734001131924078,1276.1923657705138,1269.944829878355,0.8078012642602913,3.3119851834671943,3.3119851834671943,1.0592220125053702,1,1,4.7000732421875,1.0,23.5003662109375,0.0,0.0,0.0,0.0,23.5003662109375,50021.21491625976,0.0,1.0,OOS
2006-01-10,1289.68994140625,-0.4600830078125,-0.0003566120211651036,7.734001131924078,1278.6464704315567,1270.4323634963278,1.0620772864026544,4.354516874250883,4.354516874250883,1.3931359277133244,1,1,-0.4600830078125,1.0,-2.3004150390625,0.0,0.0,0.0,0.0,-2.3004150390625,50018.9145012207,4.598878781560208e-05,1.0,OOS
2006-01-11,1294.1800537109375,4.4901123046875,0.003481544021186611,7.734001131924078,1281.470758300535,1271.0187262176762,1.351439171597131,5.540900603548237,5.540900603548237,1.7665441046757018,2,2,4.4901123046875,1.0,22.4505615234375,1.0,1.0,0.0,1.2941800537109376,20.15638146972656,50039.07088269043,0.0,1.0,OOS
2006-01-12,1286.06005859375,-8.1199951171875,-0.006274239116809244,7.734001131924078,1282.305176535665,1271.3901171405423,1.411308223122429,5.786363714801959,5.786363714801959,1.8564502082386596,2,2,-8.1199951171875,2.0,-81.199951171875,0.0,0.0,0.0,0.0,-81.199951171875,49957.870931518555,0.0016227309927923496,1.0,OOS
2006-01-13,1287.6099853515625,1.5499267578125,0.0012051744764605132,7.734001131924078,1283.2696872294644,1271.790607713654,1.4842355619043648,6.085365803807895,6.085365803807895,1.9500294981954214,2,2,1.5499267578125,2.0,15.499267578125,0.0,0.0,0.0,0.0,15.499267578125,49973.37019909668,0.0013129876801225191,1.0,OOS
2006-01-17,1282.9300537109375,-4.679931640625,-0.0036345878751066207,7.734001131924078,1283.2079356806412,1272.0656557629698,1.4406876502356336,5.906819365966097,5.906819365966097,1.8997197526422216,2,2,-4.679931640625,2.0,-46.79931640625,0.0,0.0,0.0,0.0,-46.79931640625,49926.57088269043,0.0022482431830866813,1.0,OOS
2006-01-18,1277.9300537109375,-5.0,-0.0038973286076955382,7.734001131924078,1282.2483207770586,1272.2104557123023,1.297887716013176,5.321339635654022,5.321339635654022,1.718116949566906,2,2,-5.0,2.0,-50.0,0.0,0.0,0.0,0.0,-50.0,49876.57088269043,0.0032474623755696505,1.0,OOS
2006-01-19,1285.0400390625,7.1099853515625,0.005563673325403196,7.734001131924078,1282.755905919866,1272.5272355481097,1.3225586856374913,5.422490611113714,5.422490611113714,1.7410890190249957,2,2,7.1099853515625,2.0,71.099853515625,0.0,0.0,0.0,0.0,71.099853515625,49947.670736206055,0.001826575611258846,1.0,OOS
2006-01-20,1261.489990234375,-23.550048828125,-0.01832631522151318,7.734001131924078,1278.8893757952312,1272.254710972462,0.8578567173184168,3.5172125410055086,3.5172125410055086,1.1504126047337324,1,1,-23.550048828125,2.0,-235.50048828125,1.0,1.0,0.0,1.261489990234375,-237.76197827148437,49709.90875793457,0.006578102249890533,1.0,OOS
2006-01-23,1263.8199462890625,2.3299560546875,0.0018469873504542988,7.734001131924078,1276.1494795213823,1272.04644517781,0.5305189737606788,2.175127792418783,2.175127792418783,0.710130881919552,1,1,2.3299560546875,1.0,11.6497802734375,0.0,0.0,0.0,0.0,11.6497802734375,49721.55853820801,0.006345288569141969,1.0,OOS
2006-01-24,1266.8599853515625,3.0400390625,0.002405436843615494,7.734001131924078,1274.460480581415,1271.9183844413594,0.3286909449188385,1.3476328741672376,1.3476328741672376,0.4389163965476947,0,0,3.0400390625,1.0,15.2001953125,1.0,1.0,0.0,1.2668599853515625,12.933335327148438,49734.49187353515,0.00608682383150798,1.0,OOS
2006-01-25,1264.6800537109375,-2.179931640625,-0.0017207360448914244,7.734001131924078,1272.6822211504189,1271.7396602257934,0.12187235410850995,0.49967665184489074,0.49967665184489074,0.16302237471239855,0,0,-2.179931640625,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,49734.49187353515,0.00608682383150798,1.0,OOS
2006-01-26,1273.8299560546875,9.14990234375,0.0072349542612786255,7.734001131924078,1272.8909002239222,1271.791272468482,0.14218096644713793,0.5829419624332655,0.5829419624332655,0.18882204122035592,0,0,9.14990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49734.49187353515,0.00608682383150798,1.0,OOS
2006-01-27,1283.719970703125,9.8900146484375,0.007763999112620157,7.734001131924078,1274.8598221292318,1272.0858082273621,0.3586777212146037,1.4705786569798749,1.4705786569798749,0.4726686390303768,0,0,9.8900146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49734.49187353515,0.00608682383150798,1.0,OOS
2006-01-30,1285.18994140625,1.469970703125,0.0011450867297171374,7.734001131924078,1276.7380256341442,1272.4093670712853,0.5596920001719731,2.2947372007050895,2.2947372007050895,0.736723402290603,1,1,1.469970703125,0.0,0.0,1.0,1.0,0.0,1.28518994140625,-2.2851899414062498,49732.20668359375,0.006132491944466334,1.0,OOS
2006-01-31,1280.0799560546875,-5.1099853515625,-0.003976054579116317,7.734001131924078,1277.34564934697,1272.5987643301346,0.6137683374833579,2.516450183681767,2.516450183681767,0.8111292587620068,1,1,-5.1099853515625,1.0,-25.5499267578125,0.0,0.0,0.0,0.0,-25.5499267578125,49706.65675683594,0.006643091488125142,1.0,OOS
2006-02-01,1282.4599609375,2.3800048828125,0.0018592626746127827,7.734001131924078,1278.275524181612,1272.8422506661188,0.702517807123899,2.8803230092079857,2.8803230092079857,0.9266936901752435,1,1,2.3800048828125,1.0,11.9000244140625,0.0,0.0,0.0,0.0,11.9000244140625,49718.55678125,0.006405276832414199,1.0,OOS
2006-02-02,1270.8399658203125,-11.6199951171875,-0.009060707913791766,7.734001131924078,1276.9236044795573,1272.7928115341235,0.5341081382032462,2.1898433666333093,2.1898433666333093,0.7109859443620369,1,1,-11.6199951171875,1.0,-58.0999755859375,0.0,0.0,0.0,0.0,-58.0999755859375,49660.456805664064,0.0075663690461794135,1.0,OOS
2006-02-03,1264.030029296875,-6.8099365234375,-0.005358610609197956,7.734001131924078,1274.5793180827059,1272.5764465406112,0.25896964687880814,1.0617755522031134,1.0617755522031134,0.3465885068698967,0,0,-6.8099365234375,1.0,-34.0496826171875,1.0,1.0,0.0,1.2640300292968751,-36.313712646484376,49624.14309301758,0.008292076218713024,1.0,OOS
2006-02-06,1265.02001953125,0.989990234375,0.0007832015153355076,7.734001131924078,1272.841263800623,1272.3898680959355,0.05836509421031823,0.23929688626230472,0.23929688626230472,0.07805100084998065,0,0,0.989990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49624.14309301758,0.008292076218713024,1.0,OOS
