date,price,price_diff,pct_change,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,position_pnl,price_diff_pnl,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2006-01-03,1268.800048828125,0.0,0.0,7.734001131924078,1268.800048828125,1268.800048828125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-04,1273.4599609375,4.659912109375,0.0036726922525569528,7.734001131924078,1269.647305575284,1268.9827904794731,0.08592125660131177,0.3522771520653782,0.3522771520653782,0.11414003705024806,0,0,4.659912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-05,1273.47998046875,0.02001953125,1.572058161558587e-05,7.734001131924078,1270.344155555914,1269.1591508712095,0.1532201333425201,0.6282025467043324,0.6282025467043324,0.20353841950688964,0,0,0.02001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,1.0,OOS
2006-01-06,1285.449951171875,11.969970703125,0.009399418040885843,7.734001131924078,1273.0906638497252,1269.798005784961,0.4257379858884119,1.7455257421424886,1.7455257421424886,0.5602861836437816,1,1,11.969970703125,0.0,0.0,1.0,1.0,0.0,1.285449951171875,-2.2854499511718753,49997.714550048826,4.5708999023481735e-05,1.0,OOS
2006-01-09,1290.1500244140625,4.7000732421875,0.0036563642465448076,7.734001131924078,1276.1923657705138,1270.596124162573,0.7235894477492196,2.9667167357718003,2.9667167357718003,0.9488000390472445,1,1,4.7000732421875,1.0,23.5003662109375,0.0,0.0,0.0,0.0,23.5003662109375,50021.21491625976,0.0,1.0,OOS
2006-01-10,1289.68994140625,-0.4600830078125,-0.0003566120211651036,7.734001131924078,1278.6464704315567,1271.3449013093839,0.9440868959837291,3.870756273533289,3.870756273533289,1.238366915964392,1,1,-0.4600830078125,1.0,-2.3004150390625,0.0,0.0,0.0,0.0,-2.3004150390625,50018.9145012207,4.598878781560208e-05,1.0,OOS
2006-01-11,1294.1800537109375,4.4901123046875,0.003481544021186611,7.734001131924078,1281.470758300535,1272.2403974819938,1.193478079598472,4.893260126353735,4.893260126353735,1.5600640486709674,2,2,4.4901123046875,1.0,22.4505615234375,1.0,1.0,0.0,1.2941800537109376,20.15638146972656,50039.07088269043,0.0,1.0,OOS
2006-01-12,1286.06005859375,-8.1199951171875,-0.006274239116809244,7.734001131924078,1282.305176535665,1272.7823449765724,1.2312943063564605,5.048306656061488,5.048306656061488,1.6196579414674281,2,2,-8.1199951171875,2.0,-81.199951171875,0.0,0.0,0.0,0.0,-81.199951171875,49957.870931518555,0.0016227309927923496,1.0,OOS
2006-01-13,1287.6099853515625,1.5499267578125,0.0012051744764605132,7.734001131924078,1283.2696872294644,1273.3638210697093,1.2808203659120334,5.251363500239337,5.251363500239337,1.6827770197159926,2,2,1.5499267578125,2.0,15.499267578125,0.0,0.0,0.0,0.0,15.499267578125,49973.37019909668,0.0013129876801225191,1.0,OOS
2006-01-17,1282.9300537109375,-4.679931640625,-0.0036345878751066207,7.734001131924078,1283.2079356806412,1273.7389674477968,1.224329822471685,5.019752272133908,5.019752272133908,1.6144259632669105,2,2,-4.679931640625,2.0,-46.79931640625,0.0,0.0,0.0,0.0,-46.79931640625,49926.57088269043,0.0022482431830866813,1.0,OOS
2006-01-18,1277.9300537109375,-5.0,-0.0038973286076955382,7.734001131924078,1282.2483207770586,1273.9033237718415,1.0790012650464829,4.423905186690579,4.423905186690579,1.428359587048958,1,1,-5.0,2.0,-50.0,1.0,1.0,0.0,1.2779300537109375,-52.27793005371094,49874.292952636715,0.0032929854041457655,1.0,OOS
2006-01-19,1285.0400390625,7.1099853515625,0.005563673325403196,7.734001131924078,1282.755905919866,1274.3400577048085,1.0881622683398693,4.461465300193463,4.461465300193463,1.432516679145062,1,1,7.1099853515625,1.0,35.5499267578125,0.0,0.0,0.0,0.0,35.5499267578125,49909.84287939453,0.0025825420219903633,1.0,OOS
