cagr,annualised_return_plain,annualised_return_log,total_return,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.005430841410462239,0.03107592510530255,-0.005452333510076724,-0.2782834463976114,0.26702562764597776,0.11416030942846388,0.12786227667028321,0.003327935572290222,0.17691347603451651,-0.17025760488993608,-0.012441908801101877,0.019097779945682323,0.5536466091422741,0.15380672234684448,24.084615384615386,1.105423384628857,81.01672031895349,0.35384615384615387,0.016821033438861686,-0.026032813072375684,0.02577650610423597,0.011850815296672703,-0.012317123819352462,-0.1494713057255923
