cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.14497202988773128,14.2493591264853,0.012665131511579868,0.011786085121450122,1.8263606746679684,0.5164001747422117,26.74774774774775,0.8727726963273168,-499.99073430664095,0.3,0.8976252521602065,-0.15239536073102694,0.14930094976189498,0.15099501838469978,-0.15214514372065424,-24.411682662789087
