cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.046522238839050566,-0.013794396858470741,-0.046479094529531466,0.25768555196093756,0.2716533762900453,-0.03717348531602058,-0.03825696803513664,-1.6303466609232105,-0.0012449345230392545,0.15521697402862228,-0.1577068430747008,-0.015519494832382064,0.013029625786303557,0.46019913726074235,0.12749278955721977,32.76,0.8190846726890484,-174.88777622044879,0.20833333333333334,0.017112554201774047,-0.025790758761268517,0.02578700032180653,0.010477745716420182,-0.010875068123837138,-0.18604746852083076
