cagr,cagr_geom,cagr_equity,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy_usd,expectancy_pct,expectancy,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.0010663278528082304,0.0010663278528082304,0.0010663278528082304,0.0726040712087037,0.0010670097427066777,0.016103743659790837,0.26799948520135053,0.14112103581708138,0.146902245797286,-1.766287290304008,0.760677763198306,0.2889606726506742,168.36363636363637,1.0179151069597163,146.397669634457,0.06721366329497368,146.397669634457,0.0033258309609471093,0.1762131472058868,-0.1695614852839926,-0.01186313723395975,0.01851479915585397,0.45454545454545453,0.016882380698478774,-0.02489933152621917,0.024838275610549472,0.010269027996310886,-0.01085157340215484,-0.23465698472852003
