period_label,start,end,bars,cum_return,vol,max_drawdown,ret_over_vol
2019-05,2019-05-01,2019-05-31,23,-0.17961795336219022,0.03425649939792658,-0.19862223689301606,-5.24332481482512
2016-06,2016-06-01,2016-06-30,22,-0.12924140220366842,0.027718199368029123,-0.15640742776381278,-4.662691125338349
2011-03,2011-03-01,2011-03-31,23,-0.12118057780765812,0.01433726124493462,-0.12394015411840031,-8.452142688721072
2007-11,2007-11-01,2007-11-30,22,-0.1123351624192821,0.01264145920436589,-0.07696377906452645,-8.886249649129565
2020-09,2020-09-01,2020-09-30,22,-0.09908847481679761,0.027936573443841706,-0.16733628775901643,-3.546908679261827
