date,price,price_diff,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
1998-08-24,5253.3798828125,0.0,,5253.3798828125,5253.3798828125,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-08-25,5407.02978515625,153.64990234375,,5268.0132068452385,5259.405369178921,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-08-26,5247.6201171875,-159.40966796875,,5266.071007830215,5258.9432024341595,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-08-27,5012.72998046875,-234.89013671875,,5241.943290938647,5249.2877819649275,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-08-28,4925.7998046875,-86.93017578125,,5211.834387486157,5236.60197893444,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-08-31,4811.27978515625,-114.52001953125,,5173.686330121403,5219.922677217648,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-09-01,4855.89990234375,44.6201171875,,5143.420956047341,5205.647274281417,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-09-02,4948.509765625,92.60986328125,,5124.857985530927,5195.563450412537,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-09-03,4797.1298828125,-151.3798828125,,5093.64578527203,5179.938604624301,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-09-04,4864.97021484375,67.84033203125,,5071.867159516955,5167.586903064279,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-09-07,4945.740234375,80.77001953125,,5059.855071408198,5158.887033703915,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-09-08,5095.6201171875,149.8798828125,,5063.261266244322,5156.405978154252,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,OOS
1998-09-09,4958.43994140625,-137.18017578125,,5053.27828292641,5148.642604164134,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
1998-09-10,4744.0498046875,-214.39013671875,,5023.827951665561,5132.776219870933,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,100000.0,0.0,1.0,OOS
