cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.0010946292992843887,0.025019966221701988,0.05624954487978459,0.05941650317156545,0.08780886269267935,1.0123477952962168,,,0.0015761097246157095
