date,pnl,equity
2006-05-04,932.7644006012836,501335.74645211664
2006-05-05,1575.8202719869353,502911.5667241035
2006-05-08,32.640216643079185,502944.20694074663
2006-05-09,133.5911980192177,503077.79813876585
2006-05-10,-342.98477210558485,502734.81336666027
2006-05-11,-1765.2485072413394,500969.5648594189
2006-05-12,-2033.0388765784319,498936.5259828405
2006-05-15,-185.59806553196907,498750.9279173085
2006-05-16,-168.4372374727474,498582.4906798358
2006-05-17,-2219.0578069176954,496363.4328729181
2006-05-18,-336.00184670017285,496027.43102621794
2006-05-19,201.76833762294515,496229.19936384086
2006-05-22,-475.06120250026606,495754.1381613406
2006-05-23,196.151824191909,495950.2899855325
2006-05-24,-76.77606694225688,495873.51391859027
2006-05-25,436.14963826707003,496309.6635568573
2006-05-26,211.76213078923803,496521.42568764655
2006-05-29,-42.51175375655293,496478.91393389
2006-05-30,-375.9244944927454,496102.98943939724
2006-05-31,99.92961706542968,496202.9190564627
2006-06-01,78.0999755859375,496281.01903204864
2006-06-02,12.550048828125,496293.56908087677
2006-06-05,-116.9149482421875,496176.6541326346
2006-06-06,0.0,496176.6541326346
2006-06-07,-4.6756142107240395,496171.97851842386
2006-06-08,194.3055892533157,496366.2841076772
2006-06-09,-73.98919852246763,496292.2949091547
2006-06-12,158.31569121449627,496450.61060036917
2006-06-13,267.2372443260974,496717.84784469526
2006-06-14,-83.19470078312885,496634.65314391215
2006-06-15,-540.9706364534431,496093.6825074587
2006-06-16,102.27320868278005,496195.9557161415
2006-06-19,-47.20236328250263,496148.753352859
2006-06-20,-136.76825355156325,496011.98509930744
2006-06-21,-206.01554783713073,495805.9695514703
2006-06-22,23.465362573042498,495829.43491404335
2006-06-23,25.716479368507862,495855.15139341186
2006-06-26,-52.855832596542314,495802.2955608153
2006-06-27,309.86687677144073,496112.16243758675
2006-06-28,-96.28031866101082,496015.88211892574
2006-06-29,-719.1428372217342,495296.739281704
2006-06-30,-219.8021846329794,495076.93709707103
2006-07-03,-225.06813072017394,494851.86896635086
2006-07-04,-41.74615458387416,494810.122811767
2006-07-05,402.4862122912891,495212.60902405827
2006-07-06,-226.00428536953407,494986.60473868874
2006-07-07,161.4751395093168,495148.07987819804
2006-07-10,-59.08650250406936,495088.993375694
2006-07-11,38.91320077824639,495127.9065764722
2006-07-12,179.76476997166174,495307.6713464439
2006-07-13,385.138433300599,495692.8097797445
2006-07-14,224.05128282413352,495916.8610625686
2006-07-17,32.23419708403526,495949.09525965265
2006-07-18,-10.408512686844919,495938.6867469658
2006-07-19,-523.71204307687,495414.97470388893
2006-07-20,151.9517533639446,495566.9264572529
2006-07-21,253.0651101762196,495819.9915674291
2006-07-24,-469.67566977313254,495350.31589765596
2006-07-25,-104.0837773057865,495246.2321203502
2006-07-26,-14.844957133580465,495231.3871632166
2006-07-27,-18.450023494195193,495212.9371397224
2006-07-28,-291.8076400511991,494921.12949967117
2006-07-31,28.3502197265625,494949.4797193977
2006-08-01,86.099853515625,495035.57957291335
2006-08-02,-97.349853515625,494938.2297193977
2006-08-03,-42.8997802734375,494895.3299391243
2006-08-04,13.6505126953125,494908.9804518196
2006-08-07,51.40691785960575,494960.3873696792
2006-08-08,96.5872343480587,495056.9746040273
2006-08-09,148.47140675975243,495205.44601078704
2006-08-10,-179.81914820661768,495025.6268625804
2006-08-11,72.75542966974899,495098.3822922502
2006-08-14,58.906550039188005,495157.28884228936
2006-08-15,-152.08253189048264,495005.2063103989
2006-08-16,-103.63186421942524,494901.57444617944
2006-08-17,3.3988749218172387,494904.9733211013
2006-08-18,-90.50703430222347,494814.46628679906
2006-08-21,-9.329908599029295,494805.1363782
2006-08-22,47.42218648083509,494852.55856468086
2006-08-23,-53.5782183751259,494798.98034630576
2006-08-24,83.018780418206,494881.99912672397
2006-08-25,-4.29111464419592,494877.70801207976
2006-08-28,133.5682051438489,495011.2762172236
2006-08-29,-45.479402089644225,494965.79681513394
2006-08-30,79.0093187824823,495044.8061339164
2006-08-31,-30.587781784823164,495014.2183521316
2006-09-01,60.52917766147121,495074.74752979307
2006-09-04,170.63822791725397,495245.3857577103
2006-09-05,-120.37593911029398,495125.0098186
2006-09-06,-433.8512034641741,494691.1586151359
2006-09-07,-312.8381518041715,494378.3204633317
2006-09-08,185.4854546507704,494563.8059179825
2006-09-11,24.23770619530324,494588.04362417775
2006-09-12,680.4393468840863,495268.48297106184
2006-09-13,280.9147867184947,495549.39775778033
2006-09-14,-21.213178507566454,495528.18457927275
2006-09-15,258.02577278676836,495786.21035205957
2006-09-18,-59.90410609469188,495726.30624596484
2006-09-19,-490.64176168688573,495235.66448427795
2006-09-20,804.5252158283256,496040.1897001063
2006-09-21,-120.08646464685444,495920.1032354594
2006-09-22,-688.0572665178366,495232.0459689416
2006-09-25,485.4434083972592,495717.48937733885
2006-09-26,823.1026268156711,496540.5920041545
2006-09-27,265.8436572100036,496806.4356613645
2006-09-28,61.47315235209186,496867.9088137166
2006-09-29,23.55045648839669,496891.459270205
2006-10-02,-230.84495546668768,496660.6143147383
2006-10-03,37.84325912920758,496698.4575738675
2006-10-04,1194.3223027284257,497892.77987659595
2006-10-05,414.4192008157261,498307.1990774117
2006-10-06,-38.92301942128688,498268.2760579904
2006-10-09,26.138165093302725,498294.4142230837
2006-10-10,458.1526019484736,498752.5668250322
2006-10-11,-141.25127998616276,498611.315545046
2006-10-12,1041.1369550210657,499652.45250006707
2006-10-13,276.36647848505527,499928.8189785521
2006-10-16,299.9516848999774,500228.7706634521
2006-10-17,-1036.9417540070997,499191.82890944503
2006-10-18,766.4099289029838,499958.238838348
2006-10-19,3.852151500992477,499962.090989849
2006-10-20,333.42454716195545,500295.515537011
2006-10-23,913.5813527086693,501209.0968897196
2006-10-24,73.70498155499808,501282.8018712746
2006-10-25,487.9644672185532,501770.76633849315
2006-10-26,626.7679229883333,502397.5342614815
2006-10-27,-1043.9591125482186,501353.5751489333
2006-10-30,-14.38663394964533,501339.18851498363
2006-10-31,121.28314991368917,501460.47166489734
2006-11-01,-314.6959056484047,501145.77575924894
2006-11-02,-907.121549163622,500238.6542100853
2006-11-03,18.81113773076501,500257.46534781606
2006-11-06,2062.7455062372537,502320.2108540533
2006-11-07,523.3895608710197,502843.6004149243
2006-11-08,10.745994691969827,502854.3464096163
2006-11-09,-325.14521274659666,502529.2011968697
2006-11-10,141.3350725620985,502670.5362694318
2006-11-13,718.5434897656087,503389.0797591974
2006-11-14,438.48884108068887,503827.5686002781
2006-11-15,812.4205466268729,504639.98914690496
2006-11-16,378.06202225678135,505018.05116916174
2006-11-17,-342.18638629080726,504675.864782871
2006-11-20,514.5775636647594,505190.44234653574
2006-11-21,273.1951059763296,505463.63745251205
2006-11-22,470.014471472532,505933.6519239846
2006-11-23,-12.535891695530154,505921.11603228905
2006-11-24,-1299.1488947076025,504621.96713758144
2006-11-27,-2928.7277000611075,501693.23943752033
2006-11-28,135.21701380005106,501828.4564513204
2006-11-29,1690.4965189966497,503518.95297031704
2006-11-30,-431.79314649518346,503087.15982382186
2006-12-01,-890.3944775452255,502196.76534627663
2006-12-04,1306.5992862867815,503503.36463256343
2006-12-05,958.2899866970256,504461.65461926046
2006-12-06,-137.82711052475497,504323.8275087357
2006-12-07,10.325982111738995,504334.15349084744
2006-12-08,268.56247686990537,504602.71596771735
2006-12-11,523.5942132720463,505126.3101809894
2006-12-12,-42.39458054304123,505083.91560044634
2006-12-13,458.5468091681581,505542.46240961447
2006-12-14,1108.282184474093,506650.7445940886
2006-12-15,388.9005580544472,507039.645152143
2006-12-18,-235.86069428299737,506803.78445786005
2006-12-19,-131.70350145548582,506672.08095640456
2006-12-20,120.13288863767832,506792.2138450422
2006-12-21,-488.03093040050754,506304.18291464174
2006-12-22,-1221.9676105155927,505082.21530412615
2006-12-26,429.801025390625,505512.0163295168
2006-12-27,1528.4247126831906,507040.44104219996
2006-12-28,-124.42541431868449,506916.0156278813
2006-12-29,-568.0073164153146,506348.00831146596
2007-01-02,670.7819022936746,507018.79021375964
2007-01-03,-38.477692194632255,506980.312521565
2007-01-04,-11.119667869061232,506969.19285369595
2007-01-05,-1237.586456502555,505731.6063971934
2007-01-08,332.54850947856903,506064.15490667196
2007-01-09,1.7751800012774765,506065.93008667324
2007-01-10,-179.396790121682,505886.53329655156
2007-01-11,1559.3419669691252,507445.8752635207
2007-01-12,599.2155605269363,508045.0908240476
2007-01-15,169.1143724200989,508214.2051964677
2007-01-16,-38.62431397114413,508175.58088249655
2007-01-17,-219.7907667560503,507955.7901157405
2007-01-18,-436.3677453987822,507519.4223703417
2007-01-19,796.1180679616948,508315.54043830343
2007-01-22,-1184.3843425133964,507131.15609579004
2007-01-23,349.5832582355775,507480.7393540256
2007-01-24,1720.2631735705747,509201.0025275962
2007-01-25,-1645.1754788288995,507555.8270487673
2007-01-26,-393.6290053916164,507162.1980433757
2007-01-29,206.66650914144702,507368.86455251713
2007-01-30,1179.7178873426165,508548.58243985975
2007-01-31,712.0861789649688,509260.6686188247
2007-02-01,1105.5683949103113,510366.237013735
2007-02-02,481.9543858822393,510848.19139961724
2007-02-05,-210.9116549907485,510637.2797446265
2007-02-06,90.65758153737988,510727.93732616387
2007-02-07,514.8690222760197,511242.8063484399
2007-02-08,-482.6885473185685,510760.1178011213
2007-02-09,-455.72590818686876,510304.39189293445
2007-02-12,-820.517531613179,509483.8743613213
2007-02-13,1141.707377772228,510625.5817390935
2007-02-14,1378.398157448566,512003.9798965421
2007-02-15,82.16207874909742,512086.1419752912
2007-02-16,-105.61434811430331,511980.52762717684
2007-02-19,276.28664593730355,512256.81427311414
2007-02-20,269.2864767824067,512526.10074989655
2007-02-21,-587.3423516750336,511938.7583982215
2007-02-22,242.98526460444555,512181.74366282596
2007-02-23,-190.66544336965308,511991.0782194563
2007-02-26,230.18478579011008,512221.26300524647
2007-02-27,-6273.882424883988,505947.38058036246
2007-02-28,-479.4617330510337,505467.9188473114
2007-03-01,-742.9743650823298,504724.94448222907
2007-03-02,-883.028524327965,503841.9159579011
2007-03-05,-976.950316885943,502864.9656410152
2007-03-06,1060.3289860320947,503925.29462704726
2007-03-07,13.978472027826328,503939.27309907513
2007-03-08,674.0402921110508,504613.3133911862
2007-03-09,41.44413938059006,504654.75753056677
2007-03-12,106.31947760197893,504761.07700816874
2007-03-13,-1081.0635863154293,503680.0134218533
2007-03-14,-238.52602626796252,503441.48739558534
2007-03-15,465.4510253891515,503906.9384209745
2007-03-16,-114.05980718322098,503792.87861379125
2007-03-19,424.0686731598107,504216.94728695106
2007-03-20,216.0539174306905,504433.00120438176
2007-03-21,495.3376536546335,504928.3388580364
2007-03-22,185.71017050446244,505114.04902854085
2007-03-23,79.52964371314738,505193.578672254
2007-03-26,-72.79343956476077,505120.78523268923
2007-03-27,-93.89655734860571,505026.8886753406
2007-03-28,-225.89055307436502,504800.99812226626
2007-03-29,186.43348617927404,504987.43160844553
2007-03-30,1.600120132730808,504989.03172857827
2007-04-02,82.27842803299427,505071.31015661126
2007-04-03,342.7292347616749,505414.03939137293
2007-04-04,61.91502621141262,505475.95441758435
2007-04-05,97.86613131576655,505573.8205489001
2007-04-09,12.7496337890625,505586.5701826892
2007-04-10,236.04404468508437,505822.61422737426
2007-04-11,-180.00167367886752,505642.6125536954
2007-04-12,107.29272931767628,505749.90528301307
2007-04-13,260.20941982776026,506010.11470284086
2007-04-16,650.5053443885408,506660.6200472294
2007-04-17,89.76319097184296,506750.3832382012
2007-04-18,-158.52146166017093,506591.86177654105
2007-04-19,-206.1480785300373,506385.713698011
2007-04-20,744.9108221969311,507130.62452020793
2007-04-23,-130.7977290339768,506999.82679117395
2007-04-24,-282.7320783722098,506717.09471280174
2007-04-25,748.0140626635985,507465.10877546534
2007-04-26,144.02847716835095,507609.1372526337
2007-04-27,-46.848324590187055,507562.2889280435
2007-04-30,-344.54013008475306,507217.7487979588
2007-05-01,137.5518798828125,507355.3006778416
2007-05-02,523.014215031612,507878.3148928732
2007-05-03,371.36669009178877,508249.681582965
2007-05-04,347.002556348918,508596.68413931393
2007-05-07,194.91388422100312,508791.5980235349
2007-05-08,-656.2817081128566,508135.31631542207
2007-05-09,425.83095808699727,508561.14727350906
2007-05-10,-1388.144800633101,507173.00247287593
2007-05-11,1079.8383975459728,508252.8408704219
2007-05-14,-255.09914422145815,507997.74172620045
2007-05-15,222.73855686420575,508220.48028306465
2007-05-16,419.7892753002816,508640.26955836493
2007-05-17,60.60870200395584,508700.8782603689
2007-05-18,1179.9706570344279,509880.8489174033
2007-05-21,182.47145140531427,510063.32036880864
2007-05-22,217.5202870030604,510280.8406558117
2007-05-23,522.5609580288766,510803.4016138406
2007-05-24,-999.5365477833748,509803.8650660572
2007-05-25,648.060102024976,510451.9251680822
2007-05-29,442.12724856966736,510894.05241665186
2007-05-30,473.95947515359796,511368.01189180545
2007-05-31,965.1508021338789,512333.16269393935
2007-06-01,987.2765659996932,513320.439259939
2007-06-04,52.471015430404805,513372.9102753694
2007-06-05,-873.5674257376231,512499.3428496318
2007-06-06,-2217.9961836982357,510281.34666593355
2007-06-07,-2083.7027314419192,508197.6439344917
2007-06-08,569.4428003042299,508767.0867347959
2007-06-11,675.5776468846016,509442.6643816805
2007-06-12,-792.9773232350126,508649.6870584455
2007-06-13,917.5961733036041,509567.2832317491
2007-06-14,1149.9378575540707,510717.22108930314
2007-06-15,1363.1290846249715,512080.35017392813
2007-06-18,-45.57475212455168,512034.7754218036
2007-06-19,95.52491852024104,512130.3003403238
2007-06-20,-607.959891648679,511522.34044867515
2007-06-21,327.2491455078125,511849.58959418297
2007-06-22,-687.0458984375,511162.54369574547
2007-06-25,-168.702392578125,510993.84130316734
2007-06-26,-169.7491455078125,510824.0921576595
2007-06-27,470.748291015625,511294.84044867515
2007-06-28,-22.0501708984375,511272.7902777767
2007-06-29,-82.5994873046875,511190.190790472
2007-07-02,562.802734375,511752.993524847
2007-07-03,190.39794921875,511943.3914740658
2007-07-04,0.0,511943.3914740658
2007-07-05,0.0,511943.3914740658
2007-07-06,0.0,511943.3914740658
2007-07-09,0.0,511943.3914740658
2007-07-10,0.0,511943.3914740658
2007-07-11,0.0,511943.3914740658
2007-07-12,0.0,511943.3914740658
2007-07-13,0.0,511943.3914740658
2007-07-16,0.0,511943.3914740658
2007-07-17,0.0,511943.3914740658
2007-07-18,0.0,511943.3914740658
2007-07-19,0.0,511943.3914740658
2007-07-20,0.0,511943.3914740658
2007-07-23,0.0,511943.3914740658
2007-07-24,0.0,511943.3914740658
2007-07-25,0.0,511943.3914740658
2007-07-26,0.0,511943.3914740658
2007-07-27,0.0,511943.3914740658
2007-07-30,0.0,511943.3914740658
2007-07-31,0.0,511943.3914740658
2007-08-01,0.0,511943.3914740658
2007-08-02,0.0,511943.3914740658
2007-08-03,0.0,511943.3914740658
2007-08-06,0.0,511943.3914740658
2007-08-07,0.0,511943.3914740658
2007-08-08,0.0,511943.3914740658
2007-08-09,0.0,511943.3914740658
2007-08-10,0.0,511943.3914740658
2007-08-13,0.0,511943.3914740658
2007-08-14,0.0,511943.3914740658
2007-08-15,0.0,511943.3914740658
2007-08-16,0.0,511943.3914740658
2007-08-17,0.0,511943.3914740658
2007-08-20,0.0,511943.3914740658
2007-08-21,0.0,511943.3914740658
2007-08-22,0.0,511943.3914740658
2007-08-23,0.0,511943.3914740658
2007-08-24,0.0,511943.3914740658
2007-08-27,0.0,511943.3914740658
2007-08-28,0.0,511943.3914740658
2007-08-29,0.0,511943.3914740658
2007-08-30,-14.070503941404448,511929.32097012433
2007-08-31,-652.9259730929151,511276.3949970314
2007-09-03,-31.427246410216206,511244.9677506212
2007-09-04,-176.83556120702997,511068.1321894142
2007-09-05,268.257978054462,511336.39016746863
2007-09-06,-77.44247531739529,511258.94769215124
2007-09-07,376.9141143822724,511635.86180653353
2007-09-10,177.82942576613277,511813.69123229966
2007-09-11,-327.2004195472691,511486.4908127524
2007-09-12,-45.40433407428237,511441.0864786781
2007-09-13,-323.95120225579007,511117.1352764223
2007-09-14,157.6675341455848,511274.8028105679
2007-09-17,112.41395924461541,511387.2167698125
2007-09-18,-618.1077415601336,510769.10902825237
2007-09-19,-741.7074590412881,510027.4015692111
2007-09-20,-7.051439940929413,510020.35012927017
2007-09-21,-134.77113043746726,509885.5789988327
2007-09-24,-61.87513090856373,509823.7038679241
2007-09-25,41.38954333634653,509865.09341126046
2007-09-26,74.09539121063426,509939.1888024711
2007-09-27,16.616928177659872,509955.8057306488
2007-09-28,-106.8551095264208,509848.9506211224
2007-10-01,403.2537412109375,510252.2043623333
2007-10-02,-13.500126252267487,510238.70423608104
2007-10-03,-166.5417993100006,510072.16243677103
2007-10-04,79.68128484228626,510151.8437216133
2007-10-05,604.15396530414,510755.9976869174
2007-10-08,-231.68212943540746,510524.31555748207
2007-10-09,400.22492936452807,510924.5404868466
2007-10-10,-67.79694775003009,510856.74353909655
2007-10-11,-81.33888690022286,510775.40465219633
2007-10-12,285.0314133655145,511060.43606556184
2007-10-15,-934.0300324452612,510126.40603311657
2007-10-16,-496.8288117842749,509629.5772213323
2007-10-17,251.4373973524198,509881.0146186847
2007-10-18,-421.47443707093765,509459.54018161376
2007-10-19,-2044.2420023916332,507415.29817922215
2007-10-22,-406.79449913860066,507008.50368008355
2007-10-23,801.9875415387494,507810.4912216223
2007-10-24,-248.20448069786653,507562.2867409244
2007-10-25,837.6752153699053,508399.9619562943
2007-10-26,875.2773969967384,509275.23935329105
2007-10-29,722.8697863817215,509998.1091396728
2007-10-30,-623.5074797187699,509374.601659954
2007-10-31,1001.0441067174543,510375.64576667146
2007-11-01,-2630.6699671542738,507744.9757995172
2007-11-02,-236.03480155625604,507508.940997961
2007-11-05,-649.4508294689003,506859.4901684921
2007-11-06,740.707595949416,507600.1977644415
2007-11-07,-1400.951940827037,506199.2458236144
2007-11-08,181.22399437166564,506380.4698179861
2007-11-09,-378.30522182397544,506002.1645961621
2007-11-12,-271.9576174594364,505730.2069787027
2007-11-13,115.75682328759285,505845.96380199026
2007-11-14,-58.38844947829098,505787.575352512
2007-11-15,-1115.4703676500358,504672.104984862
2007-11-16,-448.6396667152459,504223.4653181467
2007-11-19,-735.5734068236779,503487.891911323
2007-11-20,874.4069919901594,504362.2989033132
2007-11-21,-670.6345430936351,503691.66436021955
2007-11-22,194.67343181208707,503886.33779203164
2007-11-23,85.16980993378675,503971.5076019654
2007-11-26,44.25528037594631,504015.76288234134
2007-11-27,-217.57509535669868,503798.18778698466
2007-11-28,-122.4934483630932,503675.6943386216
2007-11-29,54.2981570585398,503729.9924956801
2007-11-30,38.110884107017895,503768.1033797871
2007-12-03,-5.193173149542417,503762.9102066376
2007-12-04,3.8700893397470963,503766.7802959773
2007-12-05,-26.386836440576275,503740.3934595368
2007-12-06,-117.79185860225698,503622.6016009345
2007-12-07,88.45150391435577,503711.05310484883
2007-12-10,59.08310518064536,503770.1362100295
2007-12-11,121.33428328263108,503891.4704933121
2007-12-12,151.6130149550736,504043.0835082672
2007-12-13,-441.59068772569304,503601.4928205415
2007-12-14,160.19261608738452,503761.6854366289
2007-12-17,-244.07834507757798,503517.6070915513
2007-12-18,27.53064089512918,503545.1377324464
2007-12-19,-28.707761620171375,503516.42997082626
2007-12-20,55.75898709357716,503572.18895791983
2007-12-21,262.40416155476123,503834.5931194746
2007-12-24,-59.949951171875,503774.6431683027
2007-12-26,-6.0504150390625,503768.59275326366
2007-12-27,211.9660823052982,503980.55883556895
2007-12-28,70.06484894721996,504050.6236845162
2007-12-31,50.6500244140625,504101.27370893024
2008-01-02,-415.9062358746305,503685.3674730556
2008-01-03,-180.03408429276897,503505.33338876284
2008-01-04,-267.06335916740386,503238.2700295955
2008-01-07,-3.559713078103403,503234.71031651733
2008-01-08,409.76988339714035,503644.4801999145
2008-01-09,-386.720849967096,503257.7593499474
2008-01-10,-318.08900418225676,502939.67034576513
2008-01-11,205.07531933138893,503144.74566509656
2008-01-14,-186.60885449498892,502958.1368106016
2008-01-15,39.13649503164925,502997.2733056332
2008-01-16,-167.37429552763805,502829.8990101056
2008-01-17,714.0283931870945,503543.9274032927
2008-01-18,15.957328513206448,503559.8847318059
2008-01-21,-758.5388169018674,502801.34591490397
2008-01-22,293.798828125,503095.14474302897
2008-01-23,-561.99951171875,502533.1452313102
2008-01-24,-269.3994140625,502263.7458172477
2008-01-25,429.19921875,502692.9450359977
2008-01-28,-466.99951171875,502225.94552427897
2008-01-29,-166.8017578125,502059.14376646647
2008-01-30,124.40461820585581,502183.5483846723
2008-01-31,-535.7967010766422,501647.7516835957
2008-02-01,-510.44028785149567,501137.3113957442
2008-02-04,244.81880870461464,501382.1302044488
2008-02-05,1227.9450155976228,502610.07522004645
2008-02-06,83.56131025310606,502693.63653029955
2008-02-07,-44.44686185888713,502649.18966844067
2008-02-08,57.81304744473566,502707.0027158854
2008-02-11,-161.57176380278543,502545.4309520826
2008-02-12,-570.3220648044953,501975.1088872781
2008-02-13,-469.6028850937709,501505.50600218435
2008-02-14,381.33045544813666,501886.8364576325
2008-02-15,162.31844786833972,502049.1549055008
2008-02-18,-197.9513722762931,501851.2035332245
2008-02-19,-20.923086755443364,501830.2804464691
2008-02-20,-130.17762744188076,501700.1028190272
2008-02-21,429.8407427165657,502129.94356174377
2008-02-22,-118.37358485121516,502011.56997689256
2008-02-25,-580.405134816363,501431.1648420762
2008-02-26,-392.32466714130715,501038.8401749349
2008-02-27,11.410375851506362,501050.2505507864
2008-02-28,452.4462462570518,501502.69679704343
2008-02-29,914.7827821711544,502417.4795792146
2008-03-03,71.90320324593782,502489.38278246054
2008-03-04,335.15823998115957,502824.5410224417
2008-03-05,-388.636568444248,502435.90445399744
2008-03-06,1018.315776551608,503454.22023054905
2008-03-07,509.1114609882571,503963.33169153734
2008-03-10,799.2465263276683,504762.57821786497
2008-03-11,-1772.7708163067746,502989.8074015582
2008-03-12,-51.71919600281399,502938.0882055554
2008-03-13,295.33626730774995,503233.42447286315
2008-03-14,911.4903109022416,504144.9147837654
2008-03-17,1562.202196483151,505707.11698024854
2008-03-18,-2347.4086130077567,503359.7083672408
2008-03-19,795.0314373175577,504154.73980455834
2008-03-20,-588.5753279321706,503566.16447662615
2008-03-24,-407.39990234375,503158.7645742824
2008-03-25,-1021.0294251079904,502137.7351491744
2008-03-26,403.1481334379278,502540.88328261237
2008-03-27,-190.73713161534397,502350.146150997
2008-03-28,243.96691456949338,502594.1130655665
2008-03-31,5.6525812754407525,502599.76564684196
2008-04-01,-1588.469403373485,501011.2962434685
2008-04-02,-234.3513338629877,500776.9449096055
2008-04-03,94.12465488002636,500871.0695644855
2008-04-04,-79.10304637858644,500791.9665181069
2008-04-07,-204.81878290749714,500587.1477351994
2008-04-08,187.8197990290355,500774.96753422846
2008-04-09,215.45316153671592,500990.4206957652
2008-04-10,23.348843440180644,501013.76953920536
2008-04-11,455.0816166362762,501468.8511558416
2008-04-14,155.33727443078533,501624.1884302724
2008-04-15,-99.56212718178246,501524.6263030906
2008-04-16,-187.97082367609255,501336.6554794145
2008-04-17,33.44165600539418,501370.09713541996
2008-04-18,-253.7407717364258,501116.3563636835
2008-04-21,87.56230203445722,501203.91866571794
2008-04-22,31.97945904731752,501235.89812476526
2008-04-23,-85.97676587104797,501149.9213588942
2008-04-24,3.216005123220384,501153.1373640174
2008-04-25,-78.13882465371196,501074.99853936373
2008-04-28,-14.69970703125,501060.2988323325
2008-04-29,-54.300537109375,501005.9982952231
2008-04-30,-55.885345825195316,500950.11294939794
2008-05-01,356.25,501306.36294939794
2008-05-02,65.98697888183594,501372.34992827976
2008-05-05,-131.38656168909463,501240.9633665907
2008-05-06,158.63754732565303,501399.6009139163
2008-05-07,-551.2489361937623,500848.35197772254
2008-05-08,121.02566051873146,500969.3776382413
2008-05-09,-344.63255766844645,500624.74508057284
2008-05-12,484.3793617025949,501109.12444227544
2008-05-13,61.53378755634185,501170.6582298318
2008-05-14,209.40467747929878,501380.0629073111
2008-05-15,434.9167789740749,501814.97968628514
