Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-08-18 00:00:00,0.7282419204711914,0.7334604859352112,0.7282419204711914,0.7282685041427612,0,0.0,0.0
2017-08-21 00:00:00,0.7311704754829407,0.733751118183136,0.7308498620986938,0.7310903072357178,0,0.0,0.0
2017-08-22 00:00:00,0.7327510714530945,0.7335519194602966,0.7274314761161804,0.7327295541763306,0,0.0,0.0
2017-08-23 00:00:00,0.7280881404876709,0.7280881404876709,0.7208713889122009,0.728141188621521,0,0.0,0.0
2017-08-24 00:00:00,0.7237199544906616,0.7237199544906616,0.719377875328064,0.7235314249992371,0,0.0,0.0
2017-08-25 00:00:00,0.7207310795783997,0.7258790135383606,0.719989001750946,0.7207207083702087,0,0.0,0.0
2017-08-28 00:00:00,0.72552090883255,0.7258895635604858,0.7232122421264648,0.7251210808753967,0,0.0,0.0
2017-08-29 00:00:00,0.7245221734046936,0.7299270033836365,0.7219904065132141,0.7244381904602051,0,0.0,0.0
2017-08-30 00:00:00,0.7260424494743347,0.7277120351791382,0.719491720199585,0.7258895635604858,0,0.0,0.0
2017-08-31 00:00:00,0.7200201749801636,0.7204610705375671,0.7133380174636841,0.7203884720802307,0,0.0,0.0
2017-09-01 00:00:00,0.7178596258163452,0.7207103371620178,0.7152615189552307,0.7179111242294312,0,0.0,0.0
2017-09-04 00:00:00,0.7167893648147583,0.7181689739227295,0.7157888412475586,0.7167790532112122,0,0.0,0.0
2017-09-05 00:00:00,0.7161784768104553,0.7264591455459595,0.7160400152206421,0.7161579728126526,0,0.0,0.0
2017-09-06 00:00:00,0.725968599319458,0.7261214852333069,0.720180869102478,0.7259106040000916,0,0.0,0.0
2017-09-07 00:00:00,0.7204818725585938,0.7242388725280762,0.717380702495575,0.7203417420387268,0,0.0,0.0
2017-09-08 00:00:00,0.7248793244361877,0.7337618470191956,0.7246691584587097,0.7248477339744568,0,0.0,0.0
2017-09-11 00:00:00,0.7233691811561584,0.7296074628829956,0.7227312922477722,0.7241286635398865,0,0.0,0.0
2017-09-12 00:00:00,0.7254524827003479,0.7322788834571838,0.7218496799468994,0.7254314422607422,0,0.0,0.0
2017-09-13 00:00:00,0.7281306385993958,0.730428159236908,0.7221519947052002,0.7283321022987366,0,0.0,0.0
2017-09-14 00:00:00,0.7250789999961853,0.7259580492973328,0.7186592817306519,0.7249581217765808,0,0.0,0.0
2017-09-15 00:00:00,0.7230187654495239,0.7299270033836365,0.7213601469993591,0.7229612469673157,0,0.0,0.0
2017-09-18 00:00:00,0.729059636592865,0.7344300746917725,0.7259317636489868,0.7289320230484009,0,0.0,0.0
2017-09-19 00:00:00,0.7264801859855652,0.7321180105209351,0.7264485359191895,0.7265593409538269,0,0.0,0.0
2017-09-20 00:00:00,0.7313523888587952,0.7392075657844543,0.7306736707687378,0.7314593195915222,0,0.0,0.0
2017-09-21 00:00:00,0.7335411310195923,0.7341389060020447,0.7299909591674805,0.7333690524101257,0,0.0,0.0
2017-09-22 00:00:00,0.7298204302787781,0.7345919609069824,0.7281783223152161,0.7300122380256653,0,0.0,0.0
2017-09-25 00:00:00,0.7289798259735107,0.7296074628829956,0.7253998517990112,0.729091465473175,0,0.0,0.0
2017-09-26 00:00:00,0.7268921136856079,0.7268921136856079,0.718019425868988,0.7273097634315491,0,0.0,0.0
2017-09-27 00:00:00,0.7202898263931274,0.7224911451339722,0.7178390026092529,0.7203624844551086,0,0.0,0.0
2017-09-28 00:00:00,0.7217714786529541,0.7234110236167908,0.7168304324150085,0.7216413021087646,0,0.0,0.0
2017-09-29 00:00:00,0.7220686078071594,0.7243909239768982,0.7208506464958191,0.7222824096679688,0,0.0,0.0
2017-10-02 00:00:00,0.7217611074447632,0.7219018340110779,0.7170412540435791,0.7219278216362,0,0.0,0.0
2017-10-03 00:00:00,0.7191709280014038,0.7191709280014038,0.7150211334228516,0.7192278504371643,0,0.0,0.0
2017-10-04 00:00:00,0.7162399888038635,0.720378041267395,0.7155686020851135,0.7163323760032654,0,0.0,0.0
2017-10-05 00:00:00,0.7158606052398682,0.716650664806366,0.7117387056350708,0.7157222628593445,0,0.0,0.0
2017-10-06 00:00:00,0.7114601731300354,0.7116424441337585,0.7060501575469971,0.7113589644432068,0,0.0,0.0
2017-10-09 00:00:00,0.7071185111999512,0.7087172269821167,0.7064641118049622,0.7071185111999512,0,0.0,0.0
2017-10-10 00:00:00,0.7066788077354431,0.708827793598175,0.7059305310249329,0.7066088914871216,0,0.0,0.0
2017-10-11 00:00:00,0.7073586583137512,0.7099247574806213,0.7063643336296082,0.7073786854743958,0,0.0,0.0
2017-10-12 00:00:00,0.7100305557250977,0.7131141424179077,0.7089986205101013,0.7098491191864014,0,0.0,0.0
2017-10-13 00:00:00,0.7130277156829834,0.719631552696228,0.7123014330863953,0.7129921317100525,0,0.0,0.0
2017-10-16 00:00:00,0.7178802490234375,0.7196833491325378,0.7168715596199036,0.7177205085754395,0,0.0,0.0
2017-10-17 00:00:00,0.7187418937683105,0.7188039422035217,0.7148575782775879,0.7185094952583313,0,0.0,0.0
2017-10-18 00:00:00,0.7175815105438232,0.7177514433860779,0.7120580077171326,0.7176586985588074,0,0.0,0.0
2017-10-19 00:00:00,0.7156813144683838,0.7169795036315918,0.7012622952461243,0.7154815793037415,0,0.0,0.0
2017-10-20 00:00:00,0.7032002806663513,0.7032002806663513,0.6955602169036865,0.7030519843101501,0,0.0,0.0
2017-10-23 00:00:00,0.6941889524459839,0.6989682912826538,0.6934188008308411,0.6942178606987,0,0.0,0.0
2017-10-24 00:00:00,0.6984801292419434,0.7000007033348083,0.6894792318344116,0.698319137096405,0,0.0,0.0
2017-10-25 00:00:00,0.6905695796012878,0.6912809014320374,0.6862617135047913,0.6903693079948425,0,0.0,0.0
2017-10-26 00:00:00,0.689061164855957,0.6902787685394287,0.6841302514076233,0.6893603801727295,0,0.0,0.0
2017-10-27 00:00:00,0.6841302514076233,0.6875782012939453,0.6819793581962585,0.6837607026100159,0,0.0,0.0
2017-10-30 00:00:00,0.6862287521362305,0.687049150466919,0.683461606502533,0.6861392855644226,0,0.0,0.0
2017-10-31 00:00:00,0.6873797178268433,0.6873797178268433,0.6833822131156921,0.6882407069206238,0,0.0,0.0
2017-11-01 00:00:00,0.6902406811714172,0.6931304335594177,0.6884586811065674,0.6904885172843933,0,0.0,0.0
2017-11-02 00:00:00,0.6892511248588562,0.6938421726226807,0.6892511248588562,0.6892321705818176,0,0.0,0.0
2017-11-03 00:00:00,0.6912904381752014,0.6949512362480164,0.6900597214698792,0.6912999749183655,0,0.0,0.0
2017-11-06 00:00:00,0.690808117389679,0.6919984221458435,0.6876680254936218,0.6909417510032654,0,0.0,0.0
2017-11-07 00:00:00,0.6942515969276428,0.6954296231269836,0.6893081665039062,0.6941311359405518,0,0.0,0.0
2017-11-08 00:00:00,0.6912713050842285,0.693899929523468,0.6899311542510986,0.6910611391067505,0,0.0,0.0
2017-11-09 00:00:00,0.6957296133041382,0.6980510354042053,0.693462073802948,0.6955699324607849,0,0.0,0.0
2017-11-10 00:00:00,0.6944106817245483,0.6958118677139282,0.6922522783279419,0.6944589018821716,0,0.0,0.0
2017-11-13 00:00:00,0.6927126049995422,0.6937795877456665,0.6896504163742065,0.6925399899482727,0,0.0,0.0
2017-11-14 00:00:00,0.689812183380127,0.690321683883667,0.6847485899925232,0.6898311972618103,0,0.0,0.0
2017-11-15 00:00:00,0.6880891919136047,0.6919600963592529,0.6863276362419128,0.6878809332847595,0,0.0,0.0
2017-11-17 00:00:00,0.6855701208114624,0.6883686184883118,0.6781591773033142,0.6855512857437134,0,0.0,0.0
2017-11-20 00:00:00,0.6801286935806274,0.6839898228645325,0.6799899339675903,0.6801009178161621,0,0.0,0.0
