cagr,annualised_return_plain,annualised_return_log,total_return,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.0012036423967730636,0.030491944140861316,-0.0012322828844288087,-0.018344413261218384,0.24604211771547416,0.11924581564763022,0.1345072710340274,0.001981908362981277,0.1450646609054126,-0.14110084417945,-0.010428618534387361,0.014392435260349917,0.6309605521877799,0.288737804487986,93.975,0.0,-18344.413261218346,0.0,0.015499196560067239,-0.02475101658560049,0.024293478825334263,0.010120457615951182,-0.010452509783074486,-0.12308599558815914
