cagr,mean_annual_return,annualised_return_log,total_return,annual_vol,sharpe,sortino,skew,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.020649222490841668,0.033375107679472965,0.020732007455996095,-0.18739118139681477,0.24749948013566686,0.20709811743902212,0.23778236312331263,-0.5294362149266304,0.0057424500767031435,0.15606032103797376,-0.14457542088456746,-0.00790602392799598,0.019390924081402267,0.3495160501168393,0.12621197935759482,26.081967213114755,1.3171121486191526,196.49917868900758,0.36363636363636365,0.015591001763255837,-0.024708834793740732,0.02432802741690731,0.011177083821024662,-0.011500668358668887,-0.11065380369885303
