cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.024618772156893565,23.45849981867295,0.12998119473158576,0.18919433850655165,1.0314824597686714,0.4355702617638822,96.58974358974359,1.1487868643957702,2836.158184856413,0.4375,1.4777465869252957,-0.06497435577457086,0.05787329473357659,0.0893599672776257,-0.07208293181482044,-40.44686567729637
