date,price,price_diff,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2006-01-03,1268.800048828125,0.0,,1268.800048828125,1268.800048828125,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-04,1273.4599609375,4.659912109375,,1269.3482737821691,1268.9151083863812,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-05,1273.47998046875,0.02001953125,,1269.8343569217668,1269.027821277304,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-06,1285.449951171875,11.969970703125,,1271.6714856570736,1269.4333059660587,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-09,1290.1500244140625,4.7000732421875,,1273.84543139319,1269.944829878355,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-10,1289.68994140625,-0.4600830078125,,1275.7094913947265,1270.4323634963278,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-01-11,1294.1800537109375,4.4901123046875,,1277.8824987260455,1271.0187262176762,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-12,1286.06005859375,-8.1199951171875,,1278.844564592834,1271.3901171405423,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-01-13,1287.6099853515625,1.5499267578125,,1279.875790564449,1271.790607713654,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
2006-01-17,1282.9300537109375,-4.679931640625,,1280.2351156405066,1272.0656557629698,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-01-18,1277.9300537109375,-5.0,,1279.9639318840866,1272.2104557123023,,,,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,25000.0,0.0,1,OOS
2006-01-19,1285.0400390625,7.1099853515625,,1280.5611209638998,1272.5272355481097,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1,OOS
