cagr,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.006662086502885134,0.24299054095982597,0.09397654875740881,0.10950995667576333,0.002512980408977795,0.14811759803918154,-0.14309163722122595,0.00010344484385200721,0.004922515974103583,0.3167965581751377,0.12529761509203752,30.072727272727274,1.0247087987361931,14.428634813273396,0.24,0.015306965293351278,-0.024270711580727442,0.022639780684056084,0.01085311827409791,-0.010618494857150575,-0.11535409479020553
