date,position,equity,drawdown,delta_pos,pnl,sample,bundle
2005-12-21,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-22,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-23,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-27,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-28,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-29,False,100000.0,0.0,0.0,0.0,OOS,1
2005-12-30,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-02,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-03,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-04,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-05,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-06,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-09,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-10,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-11,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-12,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-13,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-16,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-17,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-18,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-19,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-20,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-23,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-24,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-25,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-26,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-27,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-30,False,100000.0,0.0,0.0,0.0,OOS,1
2006-01-31,False,100000.0,0.0,0.0,0.0,OOS,1
2006-02-01,False,100000.0,0.0,0.0,0.0,OOS,1
2006-02-02,False,100000.0,0.0,0.0,0.0,OOS,1
2006-02-03,True,99980.02863964844,0.0001997136035155563,1.0,-19.971360351562502,OOS,1
2006-02-06,True,100124.9236591797,0.0,1.0,144.89501953125,OOS,1
2006-02-07,True,100217.02570996094,0.0,1.0,92.10205078125,OOS,1
2006-02-08,True,100119.37922558594,0.0009743502531954962,1.0,-97.646484375,OOS,1
2006-02-09,True,101278.4295185547,0.0,1.0,1159.05029296875,OOS,1
2006-02-10,True,100645.2801044922,0.006251572196293822,1.0,-633.1494140625,OOS,1
2006-02-13,True,101468.17805371094,0.0,1.0,822.89794921875,OOS,1
2006-02-14,True,101567.46201708984,0.0,1.0,99.28396337890625,OOS,1
2006-02-15,True,101586.86631396484,0.0,1.0,19.404296875,OOS,1
2006-02-16,True,102082.17459020996,0.0,1.0,495.3082762451172,OOS,1
2006-02-17,True,102191.49964636231,0.0,1.0,109.32505615234375,OOS,1
2006-02-20,True,102160.90394323731,0.00029939577392324834,1.0,-30.595703125,OOS,1
2006-02-21,True,102237.26837414551,0.0,1.0,76.36443090820312,OOS,1
2006-02-22,True,103648.17638769532,0.0,1.0,1410.9080135498048,OOS,1
2006-02-23,True,103433.42708007812,0.002071906280472582,1.0,-214.7493076171875,OOS,1
2006-02-24,True,103803.09199572753,0.0,1.0,369.66491564941407,OOS,1
2006-02-27,True,105073.94240698242,0.0,1.0,1270.8504112548828,OOS,1
2006-02-28,True,101551.00134741211,0.03352820860118598,1.0,-3522.9410595703125,OOS,1
2006-03-01,True,103385.59607397461,0.016068173462725367,1.0,1834.5947265625,OOS,1
2006-03-02,True,101636.91533239746,0.03271055597469004,1.0,-1748.6807415771484,OOS,1
2006-03-03,True,100310.35832556152,0.045335541546258205,1.0,-1326.5570068359375,OOS,1
2006-03-06,True,100556.43333703613,0.042993619221487304,1.0,246.07501147460937,OOS,1
2006-03-07,True,100165.62767297363,0.04671295871813238,1.0,-390.8056640625,OOS,1
2006-03-08,True,98939.59756848145,0.05838121895855815,1.0,-1226.0301044921875,OOS,1
2006-03-09,True,99505.95887023926,0.05299109759465107,1.0,566.3613017578125,OOS,1
2006-03-10,True,100964.05701477051,0.039114220881644485,1.0,1458.09814453125,OOS,1
2006-03-13,True,101819.20380773926,0.030975696968108306,1.0,855.14679296875,OOS,1
2006-03-14,True,102665.29988244628,0.022923309712761585,1.0,846.0960747070312,OOS,1
2006-03-15,True,103455.09907336425,0.015406705949491303,1.0,789.7991909179688,OOS,1
2006-03-16,True,103560.28638708495,0.014405626982516991,1.0,105.18731372070313,OOS,1
2006-03-17,True,103292.91358728027,0.0169502426472559,1.0,-267.3727998046875,OOS,1
2006-03-20,True,103627.25889794921,0.013768242400478036,1.0,334.34531066894533,OOS,1
2006-03-21,True,103175.25025878906,0.018070057187339155,1.0,-452.00863916015624,OOS,1
2006-03-22,True,104528.40664453125,0.005191922468637809,1.0,1353.1563857421875,OOS,1
2006-03-23,True,104635.4012734375,0.00417364308884802,1.0,106.99462890625,OOS,1
2006-03-24,True,105537.39134936524,0.0,1.0,901.9900759277343,OOS,1
2006-03-27,True,103552.28092724609,0.018809546045607167,1.0,-1985.1104221191406,OOS,1
2006-03-28,True,101851.29737255859,0.034926900595869385,1.0,-1700.9835546875,OOS,1
2006-03-29,True,103684.39548352051,0.0175577190430136,1.0,1833.098110961914,OOS,1
2006-03-30,True,105473.99830969238,0.0006006690033014072,1.0,1789.602826171875,OOS,1
2006-03-31,True,104429.70697973632,0.010495658036137128,1.0,-1044.2913299560546,OOS,1
2006-04-03,True,106399.30858374023,0.0,1.0,1969.6016040039062,OOS,1
2006-04-04,True,107024.81088122558,0.0,1.0,625.5022974853516,OOS,1
2006-04-05,True,108158.602836792,0.0,1.0,1133.7919555664062,OOS,1
2006-04-06,True,107904.68055749511,0.002347684535829668,1.0,-253.922279296875,OOS,1
2006-04-07,True,103715.78233874512,0.04107690356125395,1.0,-4188.8982187500005,OOS,1
2006-04-10,True,105355.28114697266,0.025918619659403896,1.0,1639.498808227539,OOS,1
2006-04-11,True,101819.42363439941,0.05861003226861397,1.0,-3535.8575125732423,OOS,1
2006-04-12,True,101789.34690612793,0.05888811212063337,1.0,-30.07672827148437,OOS,1
2006-04-13,True,102268.54197265625,0.05445762712951886,1.0,479.19506652832035,OOS,1
2006-04-17,True,101908.48826171875,0.05778656908599744,1.0,-360.0537109375,OOS,1
2006-04-18,True,103102.77278442383,0.04674459469485992,1.0,1194.284522705078,OOS,1
2006-04-19,True,108291.54368603515,0.0,1.0,5188.770901611328,OOS,1
2006-04-20,True,112566.38795654297,0.0,1.0,4274.844270507812,OOS,1
2006-04-21,True,114605.18722607422,0.0,1.0,2038.79926953125,OOS,1
2006-04-24,True,112202.33394104004,0.02096635713612364,1.0,-2402.85328503418,OOS,1
2006-04-25,True,109637.91509582518,0.0433424721033824,1.0,-2564.4188452148437,OOS,1
2006-04-26,True,113240.80072583008,0.011905102493770274,1.0,3602.885630004883,OOS,1
2006-04-27,True,111668.6414140625,0.02562314920544558,1.0,-1572.159311767578,OOS,1
2006-04-28,True,106763.38345800781,0.06842450990108671,1.0,-4905.257956054687,OOS,1
2006-05-01,True,104511.76003076171,0.08807129449910381,1.0,-2251.623427246094,OOS,1
2006-05-02,True,111109.64701611327,0.03050071549611034,1.0,6597.8869853515625,OOS,1
2006-05-03,True,102452.52752893066,0.10603935119595242,1.0,-8657.119487182617,OOS,1
2006-05-04,True,109367.44058850098,0.045702526773426795,1.0,6914.913059570313,OOS,1
2006-05-05,True,119574.8569395752,0.0,1.0,10207.416351074218,OOS,1
2006-05-08,True,120082.7389165039,0.0,1.0,507.8819769287109,OOS,1
2006-05-09,True,121105.39576538085,0.0,1.0,1022.6568488769531,OOS,1
2006-05-10,True,118677.68473181152,0.02004626646258245,1.0,-2427.711033569336,OOS,1
2006-05-11,True,107234.57058789062,0.11453515419215814,1.0,-11443.114143920899,OOS,1
2006-05-12,True,92694.1775571289,0.2345991112013984,1.0,-14540.39303076172,OOS,1
2006-05-15,True,90481.19020117186,0.2528723461961817,1.0,-2212.9873559570315,OOS,1
2006-05-16,True,89466.31509423828,0.2612524443785923,1.0,-1014.8751069335938,OOS,1
2006-05-17,True,73141.91395080565,0.3960474387738719,1.0,-16324.401143432617,OOS,1
2006-05-18,True,71754.7638741455,0.40750151204528495,1.0,-1387.1500766601564,OOS,1
2006-05-19,True,72840.95539514159,0.39853253494784513,1.0,1086.1915209960937,OOS,1
2006-05-22,True,68311.6298654785,0.4359324005858536,1.0,-4529.325529663086,OOS,1
2006-05-23,True,70330.2563897705,0.41926405553372476,1.0,2018.6265242919922,OOS,1
2006-05-24,True,69094.79185913086,0.42946562023554136,1.0,-1235.4645306396485,OOS,1
2006-05-25,True,71436.1206746826,0.4101326351050717,1.0,2341.328815551758,OOS,1
2006-05-26,True,72438.8392939453,0.4018529163285006,1.0,1002.7186192626953,OOS,1
2006-05-29,True,72105.4408564453,0.40460587737860854,1.0,-333.3984375,OOS,1
2006-05-30,True,70355.81985754395,0.4190529710679015,1.0,-1749.6209989013673,OOS,1
2006-05-31,True,70645.6354017334,0.41665988575276897,1.0,289.81554418945314,OOS,1
2006-06-01,True,70409.04976501464,0.418613437328432,1.0,-236.58563671875004,OOS,1
2006-06-02,True,70381.66144738768,0.4188395900729391,1.0,-27.388317626953125,OOS,1
2006-06-05,True,70721.07984191894,0.41603692060981445,1.0,339.41839453125,OOS,1
2006-06-06,True,70750.28987890625,0.415795725435952,1.0,29.210036987304647,OOS,1
2006-06-07,True,71044.97554553222,0.4133624262029693,1.0,294.6856666259765,OOS,1
2006-06-08,True,71743.55209716797,0.4075940907194776,1.0,698.5765516357421,OOS,1
2006-06-09,True,71726.8940739746,0.4077316405213513,1.0,-16.658023193359384,OOS,1
2006-06-12,True,73319.54670239257,0.3945806771117321,1.0,1592.6526284179686,OOS,1
2006-06-13,True,75719.74862231445,0.3747615608390615,1.0,2400.201919921875,OOS,1
2006-06-14,True,74808.46985668945,0.38228623601860867,1.0,-911.278765625,OOS,1
2006-06-15,True,69658.13998425292,0.424813902435837,1.0,-5150.329872436523,OOS,1
2006-06-16,True,70831.89312976073,0.41512190532794807,1.0,1173.7531455078124,OOS,1
2006-06-19,True,71195.74383776855,0.41211749164589623,1.0,363.8507080078125,OOS,1
2006-06-20,True,70376.71647863768,0.41888042201703823,1.0,-819.0273591308594,OOS,1
2006-06-21,True,68719.7175772705,0.43256271000177277,1.0,-1656.9989013671875,OOS,1
2006-06-22,True,69092.3224411621,0.42948601088744537,1.0,372.60486389160155,OOS,1
2006-06-23,True,69290.51457983398,0.4278494848068417,1.0,198.192138671875,OOS,1
2006-06-26,True,68729.36223608398,0.43248307144601283,1.0,-561.15234375,OOS,1
2006-06-27,True,71036.1367080078,0.41343541087444946,1.0,2306.774471923828,OOS,1
2006-06-28,True,70147.83489355468,0.4207703591551523,1.0,-888.301814453125,OOS,1
2006-06-29,True,64359.46964135741,0.4685664562292344,1.0,-5788.365252197265,OOS,1
2006-06-30,True,63647.85312792968,0.47444246620327685,1.0,-711.6165134277344,OOS,1
2006-07-03,True,62250.594994140614,0.4859800044356442,1.0,-1397.2581337890624,OOS,1
2006-07-04,True,62087.396751953114,0.48732757645054986,1.0,-163.1982421875,OOS,1
2006-07-05,True,64049.186302734364,0.4711285496575418,1.0,1961.78955078125,OOS,1
2006-07-06,True,63031.51671496581,0.47953172262384053,1.0,-1017.6695877685547,OOS,1
2006-07-07,True,63982.450087524405,0.47167960863214975,1.0,950.9333725585938,OOS,1
2006-07-10,True,63570.35414025878,0.4750823963003721,1.0,-412.095947265625,OOS,1
2006-07-11,True,64010.499221557606,0.4714479993478901,1.0,440.14508129882813,OOS,1
2006-07-12,True,64899.107619995106,0.4641105195203272,1.0,888.6083984375,OOS,1
2006-07-13,True,67305.51661462401,0.44424014975339404,1.0,2406.408994628906,OOS,1
2006-07-14,True,68898.94948815917,0.43108274364886223,1.0,1593.4328735351562,OOS,1
2006-07-17,True,69109.42769104002,0.42934476821390627,1.0,210.47820288085936,OOS,1
2006-07-18,True,69134.05248181151,0.42914143465790855,1.0,24.624790771484356,OOS,1
2006-07-19,True,64119.65496520995,0.4705466708565996,1.0,-5014.3975166015625,OOS,1
2006-07-20,True,65138.61556750487,0.46213283763426355,1.0,1018.960602294922,OOS,1
2006-07-21,True,67575.122225708,0.44201394332072363,1.0,2436.506658203125,OOS,1
2006-07-24,True,63188.339495605454,0.4782367945188743,1.0,-4386.782730102539,OOS,1
2006-07-25,True,62531.305397705066,0.4836621027287023,1.0,-657.0340979003906,OOS,1
2006-07-26,True,62316.798561767566,0.48543334367615826,1.0,-214.5068359375,OOS,1
2006-07-27,True,61668.996421386706,0.4907824211164059,1.0,-647.8021403808593,OOS,1
2006-07-28,True,59434.1780908203,0.5092359203716823,1.0,-2234.818330566406,OOS,1
2006-07-31,True,59953.74835461425,0.504945688210594,1.0,519.5702637939453,OOS,1
2006-08-01,True,61720.09723156737,0.4903604679089727,1.0,1766.348876953125,OOS,1
2006-08-02,True,59904.97680395507,0.5053484080923214,1.0,-1815.1204276123046,OOS,1
2006-08-03,True,60279.10826196288,0.5022591034775822,1.0,374.1314580078125,OOS,1
2006-08-04,True,59512.80210546874,0.5085867006226237,1.0,-766.3061564941406,OOS,1
2006-08-07,True,60709.748516601554,0.4987031904489591,1.0,1196.9464111328125,OOS,1
2006-08-08,True,60727.17765576171,0.49855927333403616,1.0,17.42913916015624,OOS,1
2006-08-09,True,60802.26278002929,0.4979392751597761,1.0,75.08512426757812,OOS,1
2006-08-10,True,60776.062665771475,0.49815561658777135,1.0,-26.200114257812515,OOS,1
2006-08-11,True,61065.598904296865,0.4957648375750318,1.0,289.5362385253906,OOS,1
2006-08-14,True,60656.98303808593,0.49913888927296407,1.0,-408.6158662109375,OOS,1
2006-08-15,True,59275.34870324706,0.5105474175726901,1.0,-1381.6343348388673,OOS,1
2006-08-16,True,58597.55227673339,0.5161441659440572,1.0,-677.7964265136719,OOS,1
2006-08-17,True,58408.1111253662,0.5177084327561999,1.0,-189.4411513671875,OOS,1
2006-08-18,True,58332.23388488769,0.5183349716482036,1.0,-75.8772404785156,OOS,1
2006-08-21,True,58399.33928430175,0.5177808642197942,1.0,67.1053994140625,OOS,1
2006-08-22,True,58388.24201062011,0.5178724974093106,1.0,-11.09727368164063,OOS,1
2006-08-23,True,58356.799240356435,0.518132128865572,1.0,-31.44277026367189,OOS,1
2006-08-24,True,58382.907803833,0.5179165433971331,1.0,26.108563476562495,OOS,1
2006-08-25,True,58358.915768432606,0.5181146521209332,1.0,-23.99203540039062,OOS,1
2006-08-28,True,58550.410552612295,0.5165334279073509,1.0,191.49478417968749,OOS,1
2006-08-29,True,58668.497712524404,0.515558350296929,1.0,118.08715991210937,OOS,1
2006-08-30,True,58727.867221069326,0.5150681202112279,1.0,59.36950854492187,OOS,1
2006-08-31,True,58564.90229443358,0.5164137656765337,1.0,-162.9649266357422,OOS,1
2006-09-01,True,59273.80547143553,0.5105601604550511,1.0,708.903177001953,OOS,1
2006-09-04,True,59605.60722924803,0.5078203836208686,1.0,331.8017578125,OOS,1
2006-09-05,True,59608.33853247069,0.5077978305116086,1.0,2.7313032226562655,OOS,1
2006-09-06,True,56522.84278173827,0.5332756032502404,1.0,-3085.495750732422,OOS,1
2006-09-07,True,54978.394430175766,0.5460285309113214,1.0,-1544.4483515625,OOS,1
2006-09-08,True,56223.39815075682,0.5357481985387408,1.0,1245.0037205810545,OOS,1
2006-09-11,True,56373.999611694315,0.5345046415528137,1.0,150.6014609375,OOS,1
2006-09-12,True,59808.39331628416,0.5061459240664076,1.0,3434.3937045898438,OOS,1
2006-09-13,True,61276.34604748533,0.49402464142723385,1.0,1467.952731201172,OOS,1
2006-09-14,True,60849.23423937986,0.4975514191187326,1.0,-427.11180810546875,OOS,1
2006-09-15,True,62324.11754870603,0.4853729088219372,1.0,1474.883309326172,OOS,1
