cagr,annualised_return_plain,annualised_return_log,total_return,annual_vol,sharpe,sortino,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.001888931700231522,0.04353991482422703,0.0018964345640762527,-0.13416976826590543,0.2848436419579768,0.1490425403722451,0.17580046889082757,0.004263658400383483,0.1765010921108253,-0.16797377531005833,-0.011374693081946316,0.019902009882713283,0.40207655828901867,0.14139207471204351,28.448275862068964,1.1084984385087664,79.43346051278631,0.25333333333333335,0.017943462837112616,-0.027900265233007083,0.02633126740007485,0.012550867261589296,-0.012141437182787599,-0.136004786245164
