cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.003928428625527003,0.04877073137077277,0.10483048949755716,0.10678990987651776,0.09914771373964645,1.022503624527624,6.0390707367443595,2.3852459016393444,0.003072267296804786
