cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
5.723491157052056,10.159201210278043,0.5727968788853653,0.719362295408811,21.17644526504225,0.027533165452507908,-4075.8808938680136,0.09537389100126743,0.639969521939574
