cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
-0.25921401206954786,14.387601005769353,0.026713234691888462,0.036073320399107676,1.7191711632519535,0.37003248989374327,32.59405940594059,1.0685441780676912,199.42373933846602,0.26785714285714285,0.9063336720021068,-0.13744110513179042,0.12329226975160773,0.09872755779078031,-0.10007839348205327,-17.124627193934412
