cagr,annual_vol,sharpe,sortino,max_drawdown,profit_factor,expectancy,win_rate,std_daily
0.006102036200016814,0.057685036443657134,0.13441236940085846,0.13495468657963225,0.10284369329652372,1.027866862185437,10.580054687264338,2.9575289575289574,0.0036338157333241556
