cagr,annual_vol,sharpe,sortino,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct
0.001263000430947514,0.03995319404358646,0.05166613275729992,0.05392276980821001,0.19991421914065596,0.08577694822826368,387.64444444444445,1.0123355964649565,0.8803399577237415,0.5101578754130461,0.002516814655286592,-0.0033223272503622447,0.0034081251358220243,0.0014161529892121603,-0.00142976612911249,-0.09243039716193735
